path,month_end_date,fiscal_year,fiscal_quarter,beginning_commission_asset,capitalised_commission,commission_amortisation,commission_impairment,ending_commission_asset,commission_earned,immediate_expense,earned_recomposed,gaap_commission_expense,commission_paid_cash,gaap_less_cash_commission,beginning_accrued_commission_liability,ending_accrued_commission_liability,is_actual,period_label
Bull,2026-03-31,2026,2026Q1,541810.0934668332,28985.554868999996,24572.71009816667,0.0,546222.9382376666,49128.0591,20142.504231,49128.0591,44715.21432916667,46849.633880999994,-2134.4195518333217,26472.65321999998,28751.078438999983,true,Actual
Bull,2026-04-30,2026,2026Q2,546222.9382376666,50107.773758999996,25964.592702583337,0.0,570366.1192940833,84928.4301,34820.656341,84928.4301,60785.24904358334,68495.80355999999,-7710.554516416647,28751.078438999983,45183.704978999995,true,Actual
Bull,2026-05-31,2026,2026Q2,570366.1192940833,35637.161061,26954.51384316667,0.0,579048.7665119166,60401.9679,24764.806838999997,60401.967899999996,51719.32068216667,63568.626258,-11849.305575833328,45183.704978999995,42017.046621,true,Actual
Bull,2026-06-30,2026,2026Q2,579048.7665119166,41578.335804,28109.467615500005,0.0,592517.6347004166,70471.7556,28893.419796000002,70471.7556,57002.88741150001,69325.890999,-12323.003587499988,42017.046621,43162.91122200001,true,Actual
Bull,2026-07-31,2026,2026Q3,592517.6347004166,45027.28332421439,29360.225485617073,0.0,608184.6925390139,76317.42936307524,31290.146038860847,76317.42936307524,60650.371524477916,73089.19982221439,-12438.828297736472,43162.91122200001,46391.14076286086,false,FY2026 Reforecast
Bull,2026-08-31,2026,2026Q3,608184.6925390138,26659.118730401293,30100.756561461552,0.0,604743.0547079536,45184.947000680164,18525.828270278867,45184.94700068016,48626.584831740416,56494.2519839086,-7867.667152168186,46391.140762860865,35081.83577963243,false,FY2026 Reforecast
Bull,2026-09-30,2026,2026Q3,604743.0547079536,22475.499037596244,30725.075979172558,0.0,596493.4777663773,38094.06616541737,15618.56712782112,38094.06616541736,46343.64310699368,46371.34718258321,-27.704075589528657,35081.83577963243,26804.554762466585,false,FY2026 Reforecast
Bull,2026-10-31,2026,2026Q4,596493.4777663773,22529.839583396246,31350.90485648912,0.0,587672.4124932844,38186.168785417365,15656.32920202112,38186.168785417365,47007.234058510236,40670.064556060475,6337.16950244976,26804.554762466585,24320.658991823475,false,FY2026 Reforecast
Bull,2026-11-30,2026,2026Q4,587672.4124932844,46752.07000521988,32649.573467745227,0.0,601774.9090307591,79240.79661901675,32488.72661379687,79240.79661901675,65138.3000815421,62675.455969051516,2462.8441124905803,24320.658991823475,40885.99964178871,false,FY2026 Reforecast
Bull,2026-12-31,2026,2026Q4,601774.9090307591,46956.78079259793,33953.928489761834,0.0,614777.7613335953,79587.76405525074,32630.9832626528,79587.76405525074,66584.91175241463,72051.99029154691,-5467.078539132286,40885.99964178871,48421.77340549253,false,FY2026 Reforecast
Bull,2027-01-31,2027,2027Q1,614777.7613335953,46801.71962977444,34774.35859025557,0.0,626805.1223731141,79324.94852504143,32523.228895266984,79324.94852504143,67297.58748552256,77728.06364056114,-10430.476155038588,48421.77340549253,50018.65828997282,false,Forward Runway Projection
Bull,2027-02-28,2027,2027Q1,626805.1223731141,46650.50086724023,35363.97665273446,0.0,638091.6465876199,79068.64553769532,32418.144670455076,79068.64553769531,67782.12132318954,79207.15786049554,-11425.036537306005,50018.65828997282,49880.1459671726,false,Forward Runway Projection
Bull,2027-03-31,2027,2027Q1,638091.6465876199,46503.02929069591,35334.51318378157,0.0,649260.1626945343,78818.6937130439,32315.664422348003,78818.6937130439,67650.17760612958,78977.82112008164,-11327.643513952062,49880.1459671726,49721.01856013486,false,Forward Runway Projection
Bull,2027-04-30,2027,2027Q2,649260.1626945343,46359.21204524298,35824.52379534387,0.0,659794.8509444334,78574.93566990337,32215.72362466038,78574.93566990335,68040.24742000425,78730.11991552208,-10689.872495517833,49721.01856013486,49565.83431451614,false,Forward Runway Projection
Bull,2027-05-31,2027,2027Q2,659794.8509444334,46218.9585769182,35856.58455148049,0.0,670157.2249698711,78337.21792698,32118.259350061802,78337.21792698,67974.84390154229,78488.55672232993,-10513.712820787638,49565.83431451614,49414.49551916621,false,Forward Runway Projection
Bull,2027-06-30,2027,2027Q2,670157.2249698711,46082.180575676546,36465.66914227706,0.0,679773.7364032706,78105.39080623144,32023.21023055489,78105.39080623144,68488.87937283196,78252.97944119017,-9764.10006835821,49414.49551916621,49266.906884207485,false,Forward Runway Projection
Bull,2027-07-31,2027,2027Q3,679773.7364032706,45948.79191978719,37362.69279879893,0.0,688359.8355242589,77879.30833862236,31930.516418835163,77879.30833862236,69293.2092176341,78023.23974179376,-8730.030524159665,49266.906884207485,49122.97548103608,false,Forward Runway Projection
Bull,2027-08-31,2027,2027Q3,688359.8355242589,45818.70862160729,37828.7398737047,0.0,696349.8042721614,77658.82817221576,31840.119550608462,77658.82817221576,69668.85942431315,77799.19296944204,-8130.333545128888,49122.97548103608,48982.6106838098,false,Forward Runway Projection
Bull,2027-09-30,2027,2027Q3,696349.8042721614,45691.84877469951,38443.12424564079,0.0,703598.5288012201,77443.81148254155,31751.96270784203,77443.81148254154,70195.08695348282,77580.69805396552,-7385.611100482696,48982.6106838098,48845.72411238583,false,Forward Runway Projection
Bull,2027-10-31,2027,2027Q4,703598.5288012201,45568.1325022599,39082.36373937023,0.0,710084.2975641098,77234.12288518627,31665.99038292637,77234.12288518627,70748.3541222966,77367.61742089955,-6619.263298602949,48845.72411238583,48712.22957667255,false,Forward Runway Projection
Bull,2027-11-30,2027,2027Q4,710084.2975641098,45267.02911811255,39247.40096929002,0.0,716103.9257129324,76723.77816629245,31456.749048179903,76723.77816629245,70704.15001746992,76979.36411614984,-6275.21409867992,48712.22957667255,48456.64362681517,false,Forward Runway Projection
Bull,2027-12-31,2027,2027Q4,716103.9257129321,44965.0496180446,38497.06870209682,0.0,722571.90662888,76211.94850516034,31246.898887115738,76211.94850516034,69743.96758921255,76522.0482595196,-6778.080670307041,48456.64362681517,48146.54387245591,false,Forward Runway Projection
