variant,variant_order,useful_life_months,deal_type_eligibility_split,path,month_end_date,fiscal_year,commission_earned,immediate_expense,capitalised_amount,amortisation,gaap_commission_expense,ending_commission_asset,is_actual
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-04-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,33678.80398844633,59293.75072278717,592790.6765348511,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-05-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,33450.90848148841,59065.85521582925,596200.3011588776,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-06-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,33803.83619811382,59418.78293245466,599256.9980662786,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-07-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,34448.408220905905,60063.354955246745,601669.1229508877,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-08-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,34665.617087031314,60280.563821372154,603864.0389693712,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-09-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,35034.68713482339,60649.63386916423,605689.8849400628,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-10-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,35432.04886753214,61046.99560187298,607118.3691780455,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-11-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,35363.572319324216,60978.519053665055,608615.3299642362,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-12-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,34388.11459344963,60003.06132779047,611087.7484763011,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,479.6176669999999,12478.188455000001,16786.618345,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1185.8468508333333,18853.54643283333,41025.02211216667,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-03-31,2024,80616.4647,33052.750527,47563.714173,2507.061133416667,35559.811660416664,86081.67515175001,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,3304.806412,23261.959483,111495.69876875001,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,4556.605616333332,35872.80266033333,152003.86450841668,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,5227.581597083333,22013.353590083334,170931.41821833333,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,5606.913271666666,15096.634486666664,178980.44523166667,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,6413.608102916666,26594.651677916667,201607.85105375,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,7068.441752499999,23450.3818675,218113.42068625,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,7694.983717166666,23369.152189166663,232973.94769708332,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,8787.36396275,36115.38502174999,263512.2725753333,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,10786.725385999998,60804.648449,324702.5584263333,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,12185.34806683333,47174.620556833324,362867.6268695,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,13119.539931416666,36490.170306416665,383378.9940630833,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,14056.107140916667,37486.161398916665,403039.3064641666,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,15015.924092,39027.61595299999,422576.7926111666,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-05-31,2025,35813.6487,14683.595967,21130.052733,15602.87000125,30286.46596825,428103.9753429166,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-06-30,2025,59524.8819,24405.201579,35119.680321,16578.41667683333,40983.61825583333,446645.2389870833,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,17068.54525283333,29330.06691683333,447221.32247024996,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,17704.02865275,33601.88455575,452394.69621449994,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,18804.76883941667,46341.93011941666,473216.5740950833,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,19516.319641333328,37317.14987233332,479316.08332274994,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,21218.005803,63789.001982999995,519358.77933974995,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,22420.150995749995,52494.15615674999,540215.8552829999,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-01-31,2026,44214.5802,18127.977882,26086.602318,23144.778837916667,41272.756719916666,543157.6787630833,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,23767.555796249995,39347.53529624999,541810.0934668334,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,24572.710098166666,44715.214329166665,546222.9382376667,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,25964.59270258333,60785.24904358333,570366.1192940834,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,26954.513843166664,51719.32068216666,579048.7665119168,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,28109.467615499998,57002.8874115,592517.6347004168,true
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-07-31,2026,65021.82221443437,26658.947107918088,38362.87510651628,29175.103035125452,55834.05014304354,601705.4067718077,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-08-31,2026,37950.09842104734,15559.540352629407,22390.55806841793,29797.062981470393,45356.6033340998,594298.9018587549,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-09-30,2026,31784.11508603621,13031.487185274846,18752.627900761363,30317.969312047095,43349.45649732194,582733.5604474692,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-10-31,2026,31864.20432081882,13064.323771535715,18799.8805492831,30840.18821619385,43904.511987729566,570693.2527805585,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-11-30,2026,62433.46111569464,25597.719057434802,36835.74205825984,31863.403273367734,57461.12233080254,575665.5915654507,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2026-12-31,2026,62475.4798398557,25614.94673434084,36860.53310551487,32887.30697074315,58502.25370508399,579638.8177002224,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-01-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,33431.59300111856,59046.5397354594,583067.7578046187,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-02-28,2027,62283.76452324122,25536.3434545289,36747.42106871232,33746.12551363835,59282.468968167246,586069.0533596927,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-03-31,2027,62066.415110500864,25447.230195305354,36619.18491519551,33442.11081203267,58889.34100733802,589246.1274628555,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-04-30,2027,61854.45159472648,25360.325153837854,36494.12644088862,33658.09126791846,59018.416421756316,592082.1626358257,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-05-31,2027,61647.74051392356,25275.573610708656,36372.1669032149,33416.630033118876,58692.20364382753,595037.6995059217,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-06-30,2027,61446.15171327262,25192.922202441776,36253.229510830846,33752.68820544751,58945.61040788929,597538.240811305,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-07-31,2027,61249.55826317778,25112.31888790289,36137.23937527489,34377.16873573293,59489.48762363582,599298.311450847,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-08-31,2027,61057.83637934596,25033.71291553184,36024.12346381412,34571.144000699984,59604.85691623182,600751.2909139611,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-09-30,2027,60870.865344846636,24957.05479138712,35913.810553459516,34913.91619982386,59870.97099121098,601751.1852675967,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-10-31,2027,60688.527434102914,24882.296247982194,35806.23118612072,35281.99176810499,60164.28801608719,602275.4246856124,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-11-30,2027,60510.70783876605,24809.39021389408,35701.31762487197,35181.31478987921,59990.705003773284,602795.4275206052,false
Frozen policy - 36 months,1,36,false,Base_Targeted,2027-12-31,2027,60337.294595426814,24738.29078412499,35599.00381130182,34170.81458360983,58909.10536773482,604223.6167482971,false
Frozen policy - 36 months,1,36,false,Bear,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,479.6176669999999,12478.188455000001,16786.618345,true
Frozen policy - 36 months,1,36,false,Bear,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1185.8468508333333,18853.54643283333,41025.02211216667,true
Frozen policy - 36 months,1,36,false,Bear,2024-03-31,2024,80616.4647,33052.750527,47563.714173,2507.061133416667,35559.811660416664,86081.67515175001,true
Frozen policy - 36 months,1,36,false,Bear,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,3304.806412,23261.959483,111495.69876875001,true
Frozen policy - 36 months,1,36,false,Bear,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,4556.605616333332,35872.80266033333,152003.86450841668,true
Frozen policy - 36 months,1,36,false,Bear,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,5227.581597083333,22013.353590083334,170931.41821833333,true
Frozen policy - 36 months,1,36,false,Bear,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,5606.913271666666,15096.634486666664,178980.44523166667,true
Frozen policy - 36 months,1,36,false,Bear,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,6413.608102916666,26594.651677916667,201607.85105375,true
Frozen policy - 36 months,1,36,false,Bear,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,7068.441752499999,23450.3818675,218113.42068625,true
Frozen policy - 36 months,1,36,false,Bear,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,7694.983717166666,23369.152189166663,232973.94769708332,true
Frozen policy - 36 months,1,36,false,Bear,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,8787.363962749998,36115.38502174999,263512.2725753333,true
Frozen policy - 36 months,1,36,false,Bear,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,10786.725385999998,60804.648449,324702.5584263333,true
Frozen policy - 36 months,1,36,false,Bear,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,12185.348066833332,47174.620556833324,362867.6268695,true
Frozen policy - 36 months,1,36,false,Bear,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,13119.539931416666,36490.170306416665,383378.9940630833,true
Frozen policy - 36 months,1,36,false,Bear,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,14056.107140916665,37486.161398916665,403039.3064641667,true
Frozen policy - 36 months,1,36,false,Bear,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,15015.924092,39027.61595299999,422576.79261116666,true
Frozen policy - 36 months,1,36,false,Bear,2025-05-31,2025,35813.6487,14683.595967,21130.052733,15602.87000125,30286.46596825,428103.9753429167,true
Frozen policy - 36 months,1,36,false,Bear,2025-06-30,2025,59524.8819,24405.201579,35119.680321,16578.41667683333,40983.61825583333,446645.2389870833,true
Frozen policy - 36 months,1,36,false,Bear,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,17068.545252833334,29330.066916833333,447221.32247024996,true
Frozen policy - 36 months,1,36,false,Bear,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,17704.02865275,33601.88455575,452394.69621449994,true
Frozen policy - 36 months,1,36,false,Bear,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,18804.768839416665,46341.93011941666,473216.5740950833,true
Frozen policy - 36 months,1,36,false,Bear,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,19516.319641333335,37317.149872333335,479316.08332274994,true
Frozen policy - 36 months,1,36,false,Bear,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,21218.005803,63789.001982999995,519358.77933974995,true
Frozen policy - 36 months,1,36,false,Bear,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,22420.150995750002,52494.15615675,540215.8552829999,true
Frozen policy - 36 months,1,36,false,Bear,2026-01-31,2026,44214.5802,18127.977882,26086.602318,23144.778837916667,41272.756719916666,543157.6787630833,true
Frozen policy - 36 months,1,36,false,Bear,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,23767.55579625,39347.53529625,541810.0934668332,true
Frozen policy - 36 months,1,36,false,Bear,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,24572.710098166666,44715.214329166665,546222.9382376666,true
Frozen policy - 36 months,1,36,false,Bear,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,25964.592702583333,60785.24904358333,570366.1192940833,true
Frozen policy - 36 months,1,36,false,Bear,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,26954.513843166667,51719.32068216667,579048.7665119166,true
Frozen policy - 36 months,1,36,false,Bear,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,28109.4676155,57002.88741150001,592517.6347004167,true
Frozen policy - 36 months,1,36,false,Bear,2026-07-31,2026,55268.5488822692,22660.10504173037,32608.44384053883,29015.257722181635,51675.36276391201,596110.8208187739,false
Frozen policy - 36 months,1,36,false,Bear,2026-08-31,2026,32257.583657890234,13225.609299734995,19031.974358155236,29543.923676574832,42769.53297630983,585598.8715003543,false
Frozen policy - 36 months,1,36,false,Bear,2026-09-30,2026,27016.497823130772,11076.764107483617,15939.733715647155,29986.69405756503,41063.45816504865,571551.9111584364,false
Frozen policy - 36 months,1,36,false,Bear,2026-10-31,2026,27084.57367269599,11104.675205805355,15979.898466890634,30430.58012608977,41535.255331895125,557101.2294992373,false
Frozen policy - 36 months,1,36,false,Bear,2026-11-30,2026,47727.261267119335,19568.17711951893,28159.084147600406,31212.776907967564,50780.95402748649,554047.5367388701,false
Frozen policy - 36 months,1,36,false,Bear,2026-12-31,2026,47727.261267119335,19568.17711951893,28159.084147600406,31994.973689845352,51563.15080936428,550211.6471966251,false
Frozen policy - 36 months,1,36,false,Bear,2027-01-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,32297.55280472314,51865.72992424207,546073.1785395024,false
Frozen policy - 36 months,1,36,false,Bear,2027-02-28,2027,47727.261267119335,19568.17711951893,28159.084147600406,32373.520402767597,51941.69752228653,541858.7422843352,false
Frozen policy - 36 months,1,36,false,Bear,2027-03-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,31834.502902062053,51402.68002158098,538183.3235298735,false
Frozen policy - 36 months,1,36,false,Bear,2027-04-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,31818.954405356508,51387.13152487544,534523.4532721174,false
Frozen policy - 36 months,1,36,false,Bear,2027-05-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,31349.351982900964,50917.529102419896,531333.1854368169,false
Frozen policy - 36 months,1,36,false,Bear,2027-06-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,31460.57278402875,51028.74990354768,528031.6968003885,false
Frozen policy - 36 months,1,36,false,Bear,2027-07-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,31863.437891323207,51431.615010842135,524327.3430566657,false
Frozen policy - 36 months,1,36,false,Bear,2027-08-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,31838.939841950996,51407.116961469925,520647.4873623151,false
Frozen policy - 36 months,1,36,false,Bear,2027-09-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,31966.302974245453,51534.48009376438,516840.26853567007,false
Frozen policy - 36 months,1,36,false,Bear,2027-10-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,32121.957791456574,51690.1349109755,512877.3948918139,false
Frozen policy - 36 months,1,36,false,Bear,2027-11-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,31811.774327751027,51379.95144726995,509224.7047116633,false
Frozen policy - 36 months,1,36,false,Bear,2027-12-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30594.60968637882,50162.78680589775,506789.1791728849,false
Frozen policy - 36 months,1,36,false,Bull,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,479.6176669999999,12478.188455000001,16786.618345,true
Frozen policy - 36 months,1,36,false,Bull,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1185.8468508333333,18853.54643283333,41025.02211216667,true
Frozen policy - 36 months,1,36,false,Bull,2024-03-31,2024,80616.4647,33052.750527,47563.714173,2507.061133416667,35559.811660416664,86081.67515175001,true
Frozen policy - 36 months,1,36,false,Bull,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,3304.806412,23261.959483,111495.69876875001,true
Frozen policy - 36 months,1,36,false,Bull,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,4556.605616333333,35872.80266033333,152003.86450841668,true
Frozen policy - 36 months,1,36,false,Bull,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,5227.581597083333,22013.353590083334,170931.41821833333,true
Frozen policy - 36 months,1,36,false,Bull,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,5606.913271666666,15096.634486666664,178980.44523166667,true
Frozen policy - 36 months,1,36,false,Bull,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,6413.608102916666,26594.651677916667,201607.85105375,true
Frozen policy - 36 months,1,36,false,Bull,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,7068.4417525,23450.3818675,218113.42068625,true
Frozen policy - 36 months,1,36,false,Bull,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,7694.983717166665,23369.152189166663,232973.94769708332,true
Frozen policy - 36 months,1,36,false,Bull,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,8787.363962749998,36115.38502174999,263512.2725753333,true
Frozen policy - 36 months,1,36,false,Bull,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,10786.725385999998,60804.648449,324702.5584263333,true
Frozen policy - 36 months,1,36,false,Bull,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,12185.348066833332,47174.620556833324,362867.6268695,true
Frozen policy - 36 months,1,36,false,Bull,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,13119.539931416664,36490.170306416665,383378.9940630833,true
Frozen policy - 36 months,1,36,false,Bull,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,14056.107140916665,37486.161398916665,403039.3064641667,true
Frozen policy - 36 months,1,36,false,Bull,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,15015.924091999997,39027.61595299999,422576.79261116666,true
Frozen policy - 36 months,1,36,false,Bull,2025-05-31,2025,35813.6487,14683.595967,21130.052733,15602.870001249998,30286.46596825,428103.9753429167,true
Frozen policy - 36 months,1,36,false,Bull,2025-06-30,2025,59524.8819,24405.201579,35119.680321,16578.41667683333,40983.61825583333,446645.2389870833,true
Frozen policy - 36 months,1,36,false,Bull,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,17068.54525283333,29330.06691683333,447221.32247024996,true
Frozen policy - 36 months,1,36,false,Bull,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,17704.028652749996,33601.884555749995,452394.69621449994,true
Frozen policy - 36 months,1,36,false,Bull,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,18804.76883941666,46341.93011941666,473216.5740950833,true
Frozen policy - 36 months,1,36,false,Bull,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,19516.319641333328,37317.14987233332,479316.08332274994,true
Frozen policy - 36 months,1,36,false,Bull,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,21218.005802999996,63789.001982999995,519358.77933974995,true
Frozen policy - 36 months,1,36,false,Bull,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,22420.150995749995,52494.15615674999,540215.8552829999,true
Frozen policy - 36 months,1,36,false,Bull,2026-01-31,2026,44214.5802,18127.977882,26086.602318,23144.778837916667,41272.756719916666,543157.6787630833,true
Frozen policy - 36 months,1,36,false,Bull,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,23767.555796250002,39347.535296250004,541810.0934668332,true
Frozen policy - 36 months,1,36,false,Bull,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,24572.710098166666,44715.214329166665,546222.9382376666,true
Frozen policy - 36 months,1,36,false,Bull,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,25964.592702583337,60785.24904358334,570366.1192940833,true
Frozen policy - 36 months,1,36,false,Bull,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,26954.51384316667,51719.32068216667,579048.7665119166,true
Frozen policy - 36 months,1,36,false,Bull,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,28109.467615500005,57002.88741150001,592517.6347004166,true
Frozen policy - 36 months,1,36,false,Bull,2026-07-31,2026,76317.42936307524,31290.146038860847,45027.28332421439,29360.22548561707,60650.371524477916,608184.6925390139,false
Frozen policy - 36 months,1,36,false,Bull,2026-08-31,2026,45184.947000680164,18525.828270278867,26659.118730401293,30100.756561461552,48626.584831740416,604743.0547079537,false
Frozen policy - 36 months,1,36,false,Bull,2026-09-30,2026,38094.06616541737,15618.56712782112,22475.499037596244,30725.075979172558,46343.64310699368,596493.4777663774,false
Frozen policy - 36 months,1,36,false,Bull,2026-10-31,2026,38186.168785417365,15656.32920202112,22529.839583396246,31350.90485648912,47007.234058510236,587672.4124932846,false
Frozen policy - 36 months,1,36,false,Bull,2026-11-30,2026,79240.79661901675,32488.72661379687,46752.07000521988,32649.573467745227,65138.3000815421,601774.9090307592,false
Frozen policy - 36 months,1,36,false,Bull,2026-12-31,2026,79587.76405525072,32630.983262652793,46956.78079259792,33953.928489761834,66584.91175241463,614777.7613335954,false
Frozen policy - 36 months,1,36,false,Bull,2027-01-31,2027,79324.94852504143,32523.228895266984,46801.71962977444,34774.35859025557,67297.58748552256,626805.1223731142,false
Frozen policy - 36 months,1,36,false,Bull,2027-02-28,2027,79068.64553769532,32418.144670455076,46650.50086724023,35363.97665273447,67782.12132318955,638091.64658762,false
Frozen policy - 36 months,1,36,false,Bull,2027-03-31,2027,78818.6937130439,32315.664422348003,46503.02929069591,35334.51318378157,67650.17760612958,649260.1626945344,false
Frozen policy - 36 months,1,36,false,Bull,2027-04-30,2027,78574.93566990337,32215.72362466038,46359.21204524298,35824.52379534388,68040.24742000425,659794.8509444335,false
Frozen policy - 36 months,1,36,false,Bull,2027-05-31,2027,78337.21792698,32118.259350061802,46218.9585769182,35856.5845514805,67974.8439015423,670157.2249698712,false
Frozen policy - 36 months,1,36,false,Bull,2027-06-30,2027,78105.39080623144,32023.21023055489,46082.180575676546,36465.66914227707,68488.87937283196,679773.7364032707,false
Frozen policy - 36 months,1,36,false,Bull,2027-07-31,2027,77879.30833862236,31930.516418835163,45948.79191978719,37362.69279879893,69293.2092176341,688359.835524259,false
Frozen policy - 36 months,1,36,false,Bull,2027-08-31,2027,77658.82817221576,31840.119550608462,45818.70862160729,37828.73987370469,69668.85942431315,696349.8042721616,false
Frozen policy - 36 months,1,36,false,Bull,2027-09-30,2027,77443.81148254155,31751.96270784203,45691.84877469951,38443.124245640785,70195.08695348282,703598.5288012202,false
Frozen policy - 36 months,1,36,false,Bull,2027-10-31,2027,77234.12288518627,31665.99038292637,45568.1325022599,39082.36373937023,70748.3541222966,710084.2975641099,false
Frozen policy - 36 months,1,36,false,Bull,2027-11-30,2027,76723.77816629245,31456.749048179903,45267.02911811255,39247.40096929002,70704.15001746992,716103.9257129325,false
Frozen policy - 36 months,1,36,false,Bull,2027-12-31,2027,76211.94850516034,31246.898887115734,44965.04961804459,38497.06870209681,69743.96758921255,722571.9066288801,false
Useful life - 24 months,2,24,false,Base,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,719.4265004999999,12717.9972885,16546.809511499996,true
Useful life - 24 months,2,24,false,Base,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1778.7702762499998,19446.46985825,40192.28985325,true
Useful life - 24 months,2,24,false,Base,2024-03-31,2024,80616.4647,33052.750527,47563.714173,3760.591700125,36813.342227124995,83995.41232612499,true
Useful life - 24 months,2,24,false,Base,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,4957.209617999999,24914.362688999994,107757.03273712499,true
Useful life - 24 months,2,24,false,Base,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,6834.908424499999,38151.1054685,145986.895668625,true
Useful life - 24 months,2,24,false,Base,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,7841.372395624999,24627.144388625,162300.65858,true
Useful life - 24 months,2,24,false,Base,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,8410.369907499999,17900.091122499995,167546.2289575,true
Useful life - 24 months,2,24,false,Base,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,9620.412154374999,29801.455729374997,186966.830728125,true
Useful life - 24 months,2,24,false,Base,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,10602.662628749998,26984.602743749998,199938.179484375,true
Useful life - 24 months,2,24,false,Base,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,11542.475575749999,27216.644047749996,210951.214636625,true
Useful life - 24 months,2,24,false,Base,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,13181.045944124999,40509.06700312499,237095.8575335,true
Useful life - 24 months,2,24,false,Base,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,16180.088078999997,66198.011142,292892.7806915,true
Useful life - 24 months,2,24,false,Base,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,18278.022100249997,53267.29459024999,324965.17510125,true
Useful life - 24 months,2,24,false,Base,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,19679.309897124996,43049.94027212499,338916.77232912503,true
Useful life - 24 months,2,24,false,Base,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,21084.160711374996,44514.214969374996,351549.03115975,true
Useful life - 24 months,2,24,false,Base,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,22523.886137999998,46535.577998999994,363578.55526075,true
Useful life - 24 months,2,24,false,Base,2025-05-31,2025,35813.6487,14683.595967,21130.052733,23404.305001874996,38087.900968874994,361304.302991875,true
Useful life - 24 months,2,24,false,Base,2025-06-30,2025,59524.8819,24405.201579,35119.680321,24867.625015249996,49272.82659425,371556.358297625,true
Useful life - 24 months,2,24,false,Base,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,25602.817879249997,37864.33954325,363598.169154375,true
Useful life - 24 months,2,24,false,Base,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,26556.042979125,42453.898882124995,359919.52857225,true
