path,month_end_date,fiscal_year,fiscal_quarter,is_actual,period_label,asc340_immediate_expense,asc340_amortisation,asc340_gaap_commission_expense,gl_commission_expense_6030,gl_commission_amortisation_6040,gl_total_commission_expense,residual_immediate_vs_gl,residual_amortisation_vs_gl,phase6_commission_expense,phase6_commission_amortisation,phase6_total_commission_expense,commission_accounting_adjustment,commission_earned,commission_paid_cash,ending_commission_asset
Bull,2025-11-30,2025,2025Q4,true,Actual,42570.996179999995,21218.005803000004,63789.001982999995,42571.0,21218.0,63789.0,-0.0038200000053620897,0.005803000003652414,42571.0,21218.0,63789.0,0.0019829999946523458,103831.698,82200.476865,519358.7793397499
Bull,2025-12-31,2025,2025Q4,true,Actual,30074.005160999997,22420.150995750002,52494.15615675,30074.0,22420.14,52494.14,0.00516099999731523,0.010995750002621207,30074.0,22420.14,52494.14,0.016156750003574416,73351.2321,75923.402073,540215.8552829999
Bull,2026-01-31,2026,2026Q1,true,Actual,18127.977882,23144.77883791667,41272.756719916666,18127.98,23144.78,41272.759999999995,-0.002118000000336906,-0.0011620833283814136,18127.98,23144.78,41272.759999999995,-0.0032800833287183195,44214.5802,59230.48978499999,543157.6787630833
Bull,2026-02-28,2026,2026Q1,true,Actual,15579.979499999998,23767.555796250002,39347.535296250004,15579.98,23767.55,39347.53,-0.0005000000019208528,0.005796250003186287,15579.98,23767.55,39347.53,0.005296250004903413,37999.94999999999,47011.76435999999,541810.0934668332
Bull,2026-03-31,2026,2026Q1,true,Actual,20142.504231,24572.71009816667,44715.21432916667,20142.5,24572.72,44715.22,0.004230999998981133,-0.009901833331241505,20142.5,24572.72,44715.22,-0.005670833328622393,49128.0591,46849.633880999994,546222.9382376666
Bull,2026-04-30,2026,2026Q2,true,Actual,34820.656341,25964.592702583337,60785.24904358334,34820.66,25964.59,60785.25,-0.0036590000017895363,0.0027025833369407337,34820.66,25964.59,60785.25,-0.0009564166612108238,84928.4301,68495.80355999999,570366.1192940833
Bull,2026-05-31,2026,2026Q2,true,Actual,24764.806838999997,26954.51384316667,51719.32068216667,24764.81,26954.51,51719.32,-0.003161000004183734,0.003843166672595544,24764.81,26954.51,51719.32,0.00068216666841181,60401.9679,63568.626258,579048.7665119166
Bull,2026-06-30,2026,2026Q2,true,Actual,28893.419796000002,28109.467615500005,57002.88741150001,28893.42,28109.47,57002.89,-0.00020399999630171806,-0.002384499995969236,28893.42,28109.47,57002.89,-0.002588499992270954,70471.7556,69325.890999,592517.6347004166
Bull,2026-07-31,2026,2026Q3,false,FY2026 Reforecast,31290.146038860847,29360.225485617073,60650.371524477916,,,,,,31290.146038860847,27009.523333333334,58299.669372194185,2350.7021522837313,76317.42936307524,73089.19982221439,608184.6925390139
Bull,2026-08-31,2026,2026Q3,false,FY2026 Reforecast,18525.828270278867,30100.756561461552,48626.584831740416,,,,,,18525.828270278867,27009.523333333334,45535.3516036122,3091.2332281282143,45184.947000680164,56494.2519839086,604743.0547079536
Bull,2026-09-30,2026,2026Q3,false,FY2026 Reforecast,15618.56712782112,30725.075979172558,46343.64310699368,,,,,,15618.56712782112,27009.523333333334,42628.090461154454,3715.552645839227,38094.06616541737,46371.34718258321,596493.4777663773
Bull,2026-10-31,2026,2026Q4,false,FY2026 Reforecast,15656.32920202112,31350.90485648912,47007.234058510236,,,,,,15656.32920202112,27009.523333333334,42665.852535354454,4341.381523155782,38186.168785417365,40670.064556060475,587672.4124932844
Bull,2026-11-30,2026,2026Q4,false,FY2026 Reforecast,32488.72661379687,32649.573467745227,65138.3000815421,,,,,,32488.726613796865,27009.523333333334,59498.2499471302,5640.050134411897,79240.79661901675,62675.455969051516,601774.9090307591
Bull,2026-12-31,2026,2026Q4,false,FY2026 Reforecast,32630.983262652793,33953.928489761834,66584.91175241463,,,,,,32630.983262652793,27009.523333333334,59640.506595986124,6944.405156428504,79587.76405525072,72051.9902915469,614777.7613335953
Bull,2027-01-31,2027,2027Q1,false,Forward Runway Projection,32523.228895266984,34774.35859025557,67297.58748552256,,,,,,32523.228895266984,27009.523333333334,59532.75222860032,7764.835256922233,79324.94852504143,77728.06364056114,626805.1223731141
Bull,2027-02-28,2027,2027Q1,false,Forward Runway Projection,32418.144670455076,35363.97665273446,67782.12132318954,,,,,,32418.14467045508,27009.523333333334,59427.668003788414,8354.453319401124,79068.64553769532,79207.15786049554,638091.6465876199
Bull,2027-03-31,2027,2027Q1,false,Forward Runway Projection,32315.664422348003,35334.51318378157,67650.17760612958,,,,,,32315.664422348,27009.523333333334,59325.187755681334,8324.989850448248,78818.6937130439,78977.82112008164,649260.1626945343
Bull,2027-04-30,2027,2027Q2,false,Forward Runway Projection,32215.72362466038,35824.52379534387,68040.24742000425,,,,,,32215.72362466038,27009.523333333334,59225.24695799372,8815.000462010532,78574.93566990337,78730.11991552208,659794.8509444334
Bull,2027-05-31,2027,2027Q2,false,Forward Runway Projection,32118.259350061802,35856.58455148049,67974.84390154229,,,,,,32118.259350061795,27009.523333333334,59127.782683395126,8847.061218147166,78337.21792698,78488.55672232993,670157.2249698711
Bull,2027-06-30,2027,2027Q2,false,Forward Runway Projection,32023.21023055489,36465.66914227706,68488.87937283196,,,,,,32023.21023055489,27009.523333333334,59032.73356388822,9456.145808943736,78105.39080623144,78252.97944119017,679773.7364032706
Bull,2027-07-31,2027,2027Q3,false,Forward Runway Projection,31930.516418835163,37362.692798798926,69293.20921763408,,,,,,31930.516418835166,27009.523333333334,58940.0397521685,10353.16946546558,77879.30833862236,78023.23974179376,688359.8355242589
Bull,2027-08-31,2027,2027Q3,false,Forward Runway Projection,31840.119550608462,37828.7398737047,69668.85942431315,,,,,,31840.11955060846,27009.523333333334,58849.64288394179,10819.216540371359,77658.82817221576,77799.19296944204,696349.8042721614
Bull,2027-09-30,2027,2027Q3,false,Forward Runway Projection,31751.96270784203,38443.12424564079,70195.08695348282,,,,,,31751.962707842034,27009.523333333334,58761.48604117537,11433.600912307455,77443.81148254155,77580.69805396552,703598.5288012201
Bull,2027-10-31,2027,2027Q4,false,Forward Runway Projection,31665.99038292637,39082.36373937022,70748.35412229659,,,,,,31665.990382926368,27009.523333333334,58675.5137162597,12072.840406036885,77234.12288518627,77367.61742089955,710084.2975641098
Bull,2027-11-30,2027,2027Q4,false,Forward Runway Projection,31456.749048179903,39247.40096929002,70704.15001746992,,,,,,31456.749048179903,27009.523333333334,58466.272381513234,12237.877635956684,76723.77816629245,76979.36411614984,716103.9257129324
Bull,2027-12-31,2027,2027Q4,false,Forward Runway Projection,31246.898887115734,38497.06870209682,69743.96758921255,,,,,,31246.898887115738,27009.523333333334,58256.42222044907,11487.54536876348,76211.94850516034,76522.0482595196,722571.90662888
