path,month_end_date,fiscal_year,fiscal_quarter,is_actual,period_label,phase6_total_revenue,phase6_gross_profit,phase6_sales_marketing,phase6_total_opex,phase6_operating_income,phase6_commission_treatment,asc340_gaap_commission_expense,asc340_immediate_expense,asc340_amortisation,commission_accounting_adjustment,enhanced_sales_marketing,enhanced_total_opex,enhanced_operating_income,enhanced_operating_margin,phase6_operating_margin,adjustment_pct_of_revenue,commission_earned,commission_paid_cash,gaap_less_cash_commission,cumulative_expense_deferred
Base_Targeted,2027-08-31,2027,2027Q3,false,Forward Runway Projection,3180640.1667844006,2582127.557655312,1326333.1556482953,2665217.661509259,-83090.10385394702,52043.23624886517,59604.856916231816,25033.71291553184,34571.14400069998,7561.620667366646,1333894.7763156618,2672779.282176626,-90651.72452131366,-0.028501094046410717,-0.026123704505043206,0.0023773895413675096,61057.83637934596,61179.89272476011,-1575.0358085282933,600751.2909139611
Base_Targeted,2027-09-30,2027,2027Q3,false,Forward Runway Projection,3243578.013147947,2646535.5831215773,1322288.8715769886,2658633.5123836417,-12097.929262064397,51966.57812472046,59870.97099121097,24957.05479138712,34913.91619982385,7904.392866490511,1330193.264443479,2666537.905250132,-20002.322128554908,-0.006166746120326028,-0.0037298098621414547,0.0024369362581845733,60870.865344846636,60989.89714608488,-1118.9261548739087,601751.1852675967
Base_Targeted,2027-10-31,2027,2027Q4,false,Forward Runway Projection,3302757.2852300634,2707179.6183296703,1318264.5008941477,2652075.288968775,55104.329360895324,51891.81958131553,60164.28801608718,24882.296247982194,35281.991768104985,8272.468434771647,1326536.9693289194,2660347.7574035465,46831.86092612368,0.014179625349872316,0.016684341173758662,0.0025047158238863452,60688.527434102914,60804.60963907099,-640.3216229838144,602275.4246856124
Base_Targeted,2027-11-30,2027,2027Q4,false,Forward Runway Projection,3362067.529339742,2767949.2296441956,1314259.9137006598,2645542.847032338,122406.38261185773,51818.913547227414,59990.705003773284,24809.39021389408,35181.31478987921,8171.7914565458705,1322431.7051572057,2653714.6384888836,114234.59115531185,0.03397748265268954,0.03640806781650113,0.0024305851638115918,60510.70783876605,60623.91353816801,-633.2085343947256,602795.4275206052
Base_Targeted,2027-12-31,2027,2027Q4,false,Forward Runway Projection,3424965.6963058594,2832301.3878750093,1310274.9816489418,2639036.043927932,193265.34394707717,51747.81411745833,58909.10536773481,24738.29078412499,34170.81458360982,7161.291250276481,1317436.2728992181,2646197.3351782085,186104.05269680067,0.05433749391929123,0.056428402817444746,0.002090908898153518,60337.294595426814,60447.69506878628,-1538.5897010514673,604223.6167482971
Bear,2024-01-31,2024,2024Q1,true,Actual,946710.02,525109.5700000001,947423.69,1888561.3,-1363451.73,12478.2,12478.188455000001,11998.570788,479.6176669999999,-0.011544999999387073,947423.6784549999,1888561.2884550001,-1363451.718455,-1.440199944704293,-1.4401999568991568,-1.2194864061317396e-08,29264.806800000002,17266.236012,-4788.047557,16786.618345
Bear,2024-02-29,2024,2024Q1,true,Actual,1658954.41,1242959.2,977703.18,1965500.83,-722541.6300000001,18853.539999999997,18853.54643283333,17667.699581999997,1185.8468508333333,0.006432833331928123,977703.1864328334,1965500.8364328335,-722541.6364328335,-0.43554038138566664,-0.4355403775080234,3.877643227054156e-09,43091.9502,32155.156182,-13301.60974916667,41025.02211216667
Bear,2024-03-31,2024,2024Q1,true,Actual,1674355.28,1250219.24,1054104.8,2118453.97,-868234.7300000002,35559.82,35559.811660416664,33052.750527,2507.061133416667,-0.008339583335327916,1054104.7916604166,2118453.961660417,-868234.7216604169,-0.51854868081547,-0.5185486857962428,-4.980772859227294e-09,80616.4647,61571.935671,-26012.124010583335,86081.67515175001
Bear,2024-04-30,2024,2024Q2,true,Actual,1718726.73,1269606.3,1037058.49,2090908.53,-821302.23,23261.960000000003,23261.959483,19957.153070999997,3304.806412,-0.0005170000040379819,1037058.489483,2090908.529483,-821302.229483,-0.47785503951695685,-0.4778550398177609,-3.0080407490839563e-10,48675.9831,54464.08221,-31202.122727,111495.69876875001
Bear,2024-05-31,2024,2024Q2,true,Actual,1770528.8699999999,1328588.16,1098451.4,2141260.77,-812672.6100000001,35872.79,35872.80266033333,31316.197043999997,4556.605616333333,0.012660333326493856,1098451.4126603333,2141260.7826603334,-812672.6226603334,-0.4589999273269876,-0.45899992017639346,7.150594119650733e-09,76380.9684,69270.230535,-33397.42787466667,152003.86450841668
Bear,2024-06-30,2024,2024Q2,true,Actual,1801896.03,1325414.11,1083768.5,2129017.78,-803603.6699999997,22013.35,22013.353590083338,16785.771993000002,5227.581597083334,0.003590083339076955,1083768.5035900834,2129017.783590083,-803603.673590083,-0.4459767157542841,-0.4459767137618921,1.9923920577576028e-09,40940.9073,51762.05426099999,-29748.700670916653,170931.41821833333
Bear,2024-07-31,2024,2024Q3,true,Actual,1839292.55,1380989.92,1049621.29,2126136.17,-745146.25,15096.63,15096.634486666666,9489.721214999998,5606.913271666667,0.004486666666707606,1049621.2944866668,2126136.1744866665,-745146.2544866666,-0.4051265550369715,-0.4051265525976278,2.439343684998673e-09,23145.6615,35712.723864,-20616.089377333334,178980.44523166667
Bear,2024-08-31,2024,2024Q3,true,Actual,1877082.55,1405239.24,1061352.01,2108439.45,-703200.2100000002,26594.66,26594.651677916667,20181.043575,6413.608102916667,-0.008322083333041519,1061352.0016779166,2108439.441677917,-703200.2016779168,-0.37462401516540483,-0.37462401959892505,-4.433520163000566e-09,49222.0575,43151.481827999996,-16556.83015008333,201607.85105375
Bear,2024-09-30,2024,2024Q3,true,Actual,1891273.75,1415247.6400000001,1152926.23,2283191.58,-867943.94,23450.39,23450.3818675,16381.940115,7068.441752500001,-0.008132499999192078,1152926.2218674999,2283191.5718675,-867943.9318675,-0.45892030800274153,-0.4589203123027536,-4.300012094596077e-09,39955.9515,39773.11351200001,-16322.73164450001,218113.42068625
Bear,2024-10-31,2024,2024Q4,true,Actual,1919633.57,1423223.12,1131396.07,2254046.2600000002,-830823.1400000001,23369.15,23369.152189166663,15674.168471999998,7694.983717166668,0.0021891666619922034,1131396.0721891667,2254046.262189167,-830823.1421891667,-0.4328029865560054,-0.43280298541559686,1.1404086155839644e-09,38229.6792,39562.29408299999,-16193.14189383333,232973.94769708332
Bear,2024-11-30,2024,2024Q4,true,Actual,1956075.7,1493394.29,1115138.52,2221042.8200000003,-727648.5300000003,36115.380000000005,36115.38502175,27328.021058999995,8787.363962750002,0.005021749995648861,1115138.52502175,2221042.8250217503,-727648.5350217503,-0.371994056785098,-0.3719940542178405,2.5672574919512883e-09,66653.70989999999,55681.23056699999,-19565.84554524999,263512.2725753333
Bear,2024-12-31,2024,2024Q4,true,Actual,2004920.59,1506746.1,1128812.47,2223423.83,-716677.73,60804.64,60804.648449,50017.923063,10786.725386000002,0.008449000000837259,1128812.478449,2223423.838449,-716677.7384489999,-0.35745941361647643,-0.35745940940234444,4.214131992548024e-09,121994.9343,94257.757662,-33453.109213,324702.5584263333
Bear,2025-01-31,2025,2025Q1,true,Actual,2084030.5999999999,1602033.0699999998,1096480.65,2160710.21,-558677.1400000001,47174.63,47174.62055683333,34989.272489999996,12185.348066833336,-0.00944316666573286,1096480.6405568332,2160710.2005568333,-558677.1305568335,-0.26807530108091193,-0.2680753056121154,-4.53120346012811e-09,85339.689,89269.957953,-42095.33739616667,362867.6268695
Bear,2025-02-28,2025,2025Q1,true,Actual,2136465.82,1652049.42,1134606.79,2298012.09,-645962.6699999999,36490.17,36490.170306416665,23370.630374999997,13119.53993141667,0.0003064166667172685,1134606.7903064168,2298012.0903064166,-645962.6703064166,-0.3023510436064063,-0.3023510434629841,1.434222180616344e-10,57001.5375,73004.474793,-36514.304486583336,383378.9940630833
Bear,2025-03-31,2025,2025Q1,true,Actual,2155611.31,1633968.1600000001,1178944.7,2385227.06,-751258.8999999999,37486.15,37486.161398916665,23430.054257999996,14056.107140916669,0.011398916663893033,1178944.7113989166,2385227.0713989167,-751258.9113989166,-0.34851316093666096,-0.3485131556486405,5.288020438106271e-09,57146.47379999999,63654.12699899999,-26167.965600083327,403039.3064641666
Bear,2025-04-30,2025,2025Q2,true,Actual,2197244.75,1669057.67,1210305.74,2455749.06,-786691.3900000001,39027.61,39027.615953,24011.691860999996,15015.924092000003,0.005952999999863096,1210305.745953,2455749.065953,-786691.3959530002,-0.3580353968091175,-0.3580353940998153,2.70930218395702e-09,58565.10209999999,59090.90202299999,-20063.286069999987,422576.7926111666
Bear,2025-05-31,2025,2025Q2,true,Actual,2242515.31,1708321.4300000002,1179057.08,2353997.3,-645675.8699999996,30286.46,30286.465968250002,14683.595967,15602.870001250003,0.0059682500032067765,1179057.0859682502,2353997.3059682497,-645675.8759682496,-0.287924846304951,-0.2879248436435422,2.661408810273307e-09,35813.6487,44880.594048,-14594.128079749997,428103.9753429166
Bear,2025-06-30,2025,2025Q2,true,Actual,2269115.65,1723312.19,1178626.81,2317585.6799999997,-594273.4899999998,40983.61,40983.61825583334,24405.201579,16578.416676833338,0.008255833337898366,1178626.8182558334,2317585.688255833,-594273.498255833,-0.2618965226632821,-0.2618965190249337,3.638348419084927e-09,59524.8819,53841.792768,-12858.17451216666,446645.23898708326
Bear,2025-07-31,2025,2025Q3,true,Actual,2298434.55,1753982.0699999998,1137773.4,2304780.94,-550798.8700000001,29330.07,29330.066916833337,12261.521664,17068.545252833337,-0.003083166662690928,1137773.3969168332,2304780.9369168333,-550798.8669168334,-0.23964087509771967,-0.23964087643913992,-1.3414202561003656e-09,29906.150400000002,38691.866474999995,-9361.799558166658,447221.3224702499
Bear,2025-08-31,2025,2025Q3,true,Actual,2333202.0,1794925.0,1136819.56,2338168.07,-543243.0699999998,33601.89,33601.88455575,15897.855903,17704.028652750003,-0.005444249996799044,1136819.55455575,2338168.0645557498,-543243.0645557499,-0.23283156132891616,-0.23283156366229749,-2.3333813346632845e-09,38775.2583,39521.846403,-5919.961847250001,452394.6962144999
Bear,2025-09-30,2025,2025Q3,true,Actual,2357308.6,1812087.04,1217022.63,2416087.6199999996,-604000.5799999996,46341.94,46341.93011941666,27537.161279999997,18804.76883941667,-0.009880583340418525,1217022.6201194166,2416087.6101194164,-604000.5701194162,-0.2562246496362064,-0.25622465382767434,-4.191467905567614e-09,67163.808,55112.812461,-8770.88234158334,473216.5740950832
Bear,2025-10-31,2025,2025Q4,true,Actual,2381831.66,1819406.1800000002,1228561.59,2503410.46,-684004.2799999998,37317.15,37317.149872333335,17800.830230999996,19516.319641333335,-0.00012766666623065248,1228561.5898723335,2503410.4598723333,-684004.2798723332,-0.28717574434808424,-0.2871757444016844,-5.3600205411096295e-11,43416.6591,47688.286887,-10371.137014666667,479316.0833227499
Bear,2025-11-30,2025,2025Q4,true,Actual,2442439.8,1850229.4899999998,1236147.9,2476525.4,-626295.9100000001,63789.0,63789.001982999995,42570.996179999995,21218.005803000004,0.0019829999946523458,1236147.9019829999,2476525.401983,-626295.9119830001,-0.2564222512190475,-0.25642225040715444,8.118930893004389e-10,103831.698,82200.476865,-18411.47488200001,519358.7793397499
Bear,2025-12-31,2025,2025Q4,true,Actual,2501575.0,1915763.42,1210853.23,2455460.07,-539696.6499999999,52494.14,52494.15615675,30074.005160999997,22420.150995750002,0.016156750003574416,1210853.24615675,2455460.0861567496,-539696.6661567499,-0.21574274853112538,-0.2157427420724943,6.458631063859535e-09,73351.2321,75923.402073,-23429.24591625,540215.8552829999
Bear,2026-01-31,2026,2026Q1,true,Actual,2556450.8699999996,2008456.7799999998,1092738.15,2329096.32,-320639.54000000004,41272.759999999995,41272.756719916666,18127.977882,23144.77883791667,-0.0032800833287183195,1092738.1467199165,2329096.3167199166,-320639.53671991674,-0.1254237038085214,-0.1254237050915827,-1.283061359484808e-09,44214.5802,59230.48978499999,-17957.733065083325,543157.6787630833
Bear,2026-02-28,2026,2026Q1,true,Actual,2574340.8,2019081.1099999999,1111024.78,2384215.15,-365134.04000000004,39347.53,39347.535296250004,15579.979499999998,23767.555796250002,0.005296250004903413,1111024.7852962501,2384215.15529625,-365134.04529625,-0.14183593924170804,-0.14183593718438525,2.057322793044112e-09,37999.94999999999,47011.76435999999,-7664.229063749983,541810.0934668332
Bear,2026-03-31,2026,2026Q1,true,Actual,2590119.8200000003,2000890.3600000003,1203029.25,2624880.22,-623989.8599999999,44715.22,44715.21432916667,20142.504231,24572.71009816667,-0.005670833328622393,1203029.2443291666,2624880.214329167,-623989.8543291666,-0.2409115784956877,-0.24091158068509733,-2.1894096500224427e-09,49128.0591,46849.633880999994,-2134.4195518333217,546222.9382376666
Bear,2026-04-30,2026,2026Q2,true,Actual,2610974.62,2046708.4200000002,1324853.52,2697201.74,-650493.3200000001,60785.25,60785.24904358334,34820.656341,25964.592702583337,-0.0009564166612108238,1324853.5190435834,2697201.7390435836,-650493.3190435834,-0.24913812415517977,-0.24913812452148618,-3.6630637995662467e-10,84928.4301,68495.80355999999,-7710.554516416647,570366.1192940833
Bear,2026-05-31,2026,2026Q2,true,Actual,2644177.26,2057214.4899999998,1271678.48,2572074.1399999997,-514859.6499999999,51719.32,51719.32068216667,24764.806838999997,26954.51384316667,0.00068216666841181,1271678.4806821668,2572074.1406821664,-514859.65068216657,-0.19471449908852428,-0.19471449883053601,2.579882516695609e-10,60401.9679,63568.626258,-11849.305575833328,579048.7665119166
Bear,2026-06-30,2026,2026Q2,true,Actual,2719270.69,2118762.34,1288126.25,2568678.39,-449916.0500000003,57002.89,57002.88741150001,28893.419796000002,28109.467615500005,-0.002588499992270954,1288126.2474115,2568678.3874115003,-449916.0474115003,-0.16545467469128655,-0.1654546756431962,-9.519096431958945e-10,70471.7556,69325.890999,-12323.003587499988,592517.6347004166
Bear,2026-07-31,2026,2026Q3,false,FY2026 Reforecast,2779727.073782879,2195361.2914826414,1285583.2038537164,2602312.837323918,-406951.54584127665,49669.62837506371,51675.36276391201,22660.10504173037,29015.25772218164,2005.734388848301,1287588.9382425647,2604318.5717127663,-408957.28023012495,-0.14712137896098648,-0.14639982093186718,0.0007215580291192884,55268.5488822692,60670.36033853883,-8994.997574626817,596110.8208187738
Bear,2026-08-31,2026,2026Q3,false,FY2026 Reforecast,2782968.3314553527,2166383.7235622704,1363572.323348946,2733409.435600141,-567025.7120378707,40235.13263306833,42769.532976309834,13225.609299734995,29543.92367657484,2534.4003432415047,1366106.7236921873,2735943.8359433827,-569560.1123811122,-0.20465921438756035,-0.20374853196455336,0.0009106824230069987,32257.583657890234,44025.86510107716,-1256.332124767323,585598.8715003541
Bear,2026-09-30,2026,2026Q3,false,FY2026 Reforecast,2799667.110818038,2184619.2656373866,1357233.0832741163,2724457.0519798594,-539837.7863424728,38086.28744081695,41063.45816504865,11076.764107483617,29986.694057565037,2977.170724231699,1360210.253998348,2727434.222704091,-542814.9570667045,-0.19388553552286392,-0.19282213383745359,0.0010634016854103043,27016.497823130772,33915.445024479595,7148.013140569055,571551.9111584362
Bear,2026-10-31,2026,2026Q4,false,FY2026 Reforecast,2810865.055196153,2197348.310159635,1353089.6379377688,2717706.6501320372,-520358.33997240243,38114.19853913869,41535.25533189513,11104.675205805355,30430.580126089775,3421.0567927564407,1356510.6947305254,2721127.706924794,-523779.39676515886,-0.18634099698130385,-0.18512391372558787,0.0012170832557159904,27084.57367269599,28920.496633606115,12614.758698289017,557101.229499237
Bear,2026-11-30,2026,2026Q4,false,FY2026 Reforecast,2849208.921653811,2237217.6351664616,1357400.7342716225,2719416.962235913,-482199.32706945157,46577.70045285226,50780.95402748649,19568.17711951893,31212.776907967564,4203.253574634233,1361603.9878462567,2723620.2158105476,-486402.58064408577,-0.1707149577370253,-0.16923972243831142,0.0014752352987138875,47727.261267119335,39461.1491338744,11319.80489361209,554047.5367388699
Bear,2026-12-31,2026,2026Q4,false,FY2026 Reforecast,2854165.289417541,2243693.8407796654,1353267.1923609504,2712688.793659686,-468994.9528800207,46577.70045285226,51563.15080936428,19568.17711951893,31994.973689845352,4985.450356512018,1358252.6427174625,2717674.244016198,-473980.40323653276,-0.16606620681497375,-0.1643194788398993,0.001746727975074427,47727.261267119335,44008.854466140525,7554.296343223752,550211.6471966249
Bear,2027-01-31,2027,2027Q1,false,Forward Runway Projection,2843498.0944849355,2234540.883814338,1349152.4273394085,2705985.544855259,-471444.66104092076,46577.70045285226,51865.72992424207,19568.17711951893,32297.55280472314,5288.029471389811,1354440.4568107983,2711273.574326649,-476732.6905123106,-0.16765711622488877,-0.1657974246423109,0.0018596915825778572,47727.261267119335,46901.5537633424,4964.176160899668,546073.1785395022
Bear,2027-02-28,2027,2027Q1,false,Forward Runway Projection,2823973.955221378,2216525.4033758827,1345056.3528306002,2699307.1147997146,-482781.711423832,46577.70045285226,51941.697522286515,19568.17711951893,32373.52040276759,5363.9970694342555,1350420.3499000345,2704671.111869149,-488145.70849326625,-0.1728577232770546,-0.1709582733690565,0.0018994499079980926,47727.261267119335,47727.261267119335,4214.43625516718,541858.742284335
Bear,2027-03-31,2027,2027Q1,false,Forward Runway Projection,2826997.1604507826,2221051.708951045,1340978.8828598924,2692653.402907051,-471601.6939560063,46577.70045285226,51402.68002158098,19568.17711951893,31834.502902062046,4824.979568728719,1345803.8624286212,2697478.38247578,-476426.67352473503,-0.16852746801088608,-0.16682071724501005,0.0017067507658760242,47727.261267119335,47727.261267119335,3675.4187544616434,538183.3235298733
Bear,2027-04-30,2027,2027Q2,false,Forward Runway Projection,2829636.2654922255,2225188.376444828,1336919.931852531,2686024.30902621,-460835.9325813819,46577.70045285226,51387.131524875425,19568.17711951893,31818.9544053565,4809.431072023166,1341729.3629245542,2690833.7400982333,-465645.36365340505,-0.164560148359706,-0.16286048429663372,0.001699664063072272,47727.261267119335,47727.261267119335,3659.8702577560907,534523.4532721172
Bear,2027-05-31,2027,2027Q2,false,Forward Runway Projection,2839788.6534034433,2236832.809424286,1332879.4146317614,2679419.733439112,-442586.9240148263,46577.70045285226,50917.52910241988,19568.17711951893,31349.351982900957,4339.828649567622,1337219.243281329,2683759.5620886795,-446926.7526643939,-0.15738028677900345,-0.15585206437260485,0.0015282224063985902,47727.261267119335,47727.261267119335,3190.2678353005467,531333.1854368167
Bear,2027-06-30,2027,2027Q2,false,Forward Runway Projection,2869015.1135924915,2267545.817730461,1328857.2464169608,2672839.5768587063,-405293.7591282455,46577.70045285226,51028.74990354767,19568.17711951893,31460.572784028744,4451.049450695413,1333308.2958676564,2677290.626309402,-409744.8085789409,-0.14281723600468288,-0.1412658152995051,0.0015514207051777944,47727.261267119335,47727.261267119335,3301.4886364283375,528031.6968003883
Bear,2027-07-31,2027,2027Q3,false,Forward Runway Projection,2885431.834712176,2285443.610373106,1324853.342821778,2666283.740427024,-380840.13005391834,46577.70045285226,51431.61501084213,19568.17711951893,31863.4378913232,4853.914557989869,1329707.257379768,2671137.654985014,-385694.0446119082,-0.13366943553195443,-0.13198722127910098,0.001682214252853438,47727.261267119335,47727.261267119335,3704.3537437227933,524327.3430566655
Bear,2027-08-31,2027,2027Q3,false,Forward Runway Projection,2912170.6992628397,2313658.0901337513,1320867.6198522823,2659752.1257132464,-346094.03557949513,46577.70045285226,51407.11696146992,19568.17711951893,31838.93984195099,4829.416508617658,1325697.0363609,2664581.542221864,-350923.45208811277,-0.12050236346960785,-0.11884400720984598,0.0016583562597618788,47727.261267119335,47727.261267119335,3679.855694350583,520647.48736231495
Bear,2027-09-30,2027,2027Q3,false,Forward Runway Projection,2959180.040372148,2362137.610345778,1316899.9939051203,2653244.634711773,-291107.0243659951,46577.70045285226,51534.480093764374,19568.17711951893,31966.302974245442,4956.779640912115,1321856.7735460324,2658201.414352685,-296063.8040069072,-0.10004927039507676,-0.09837421866679842,0.0016750517282783331,47727.261267119335,47727.261267119335,3807.2188266450394,516840.2685356699
Bear,2027-10-31,2027,2027Q4,false,Forward Runway Projection,3001880.0331368474,2406302.366236455,1312950.3817656843,2646761.1698403116,-240458.80360385682,46577.70045285226,51690.134910975496,19568.17711951893,32121.957791456563,5112.434458123236,1318062.8162238076,2651873.6042984347,-245571.23806198005,-0.08180581347395409,-0.08010273593531543,0.0017030775386386583,47727.261267119335,47727.261267119335,3962.873643856161,512877.39489181375
Bear,2027-11-30,2027,2027Q4,false,Forward Runway Projection,3044933.1538347346,2450814.8541391883,1309018.7006062844,2640301.633937963,-189486.7797987745,46577.70045285226,51379.95144726995,19568.17711951893,31811.77432775102,4802.250994417693,1313820.951600702,2645103.8849323806,-194289.0307931922,-0.06380732218981822,-0.06223019364485497,0.0015771285449632361,47727.261267119335,47727.261267119335,3652.6901801506174,509224.70471166313
Bear,2027-12-31,2027,2027Q4,false,Forward Runway Projection,3092482.8875538576,2499818.5791230076,1305104.8679843356,2633865.930263326,-134047.35114031844,46577.70045285226,50162.78680589774,19568.17711951893,30594.60968637881,3585.086353045481,1308689.954337381,2637451.0166163715,-137632.43749336392,-0.044505480708490086,-0.043346190104983695,0.0011592906035063854,47727.261267119335,47727.261267119335,2435.5255387784055,506789.1791728849
Bull,2024-01-31,2024,2024Q1,true,Actual,946710.02,525109.5700000001,947423.69,1888561.3,-1363451.73,12478.2,12478.188455000001,11998.570788,479.6176669999999,-0.011544999999387073,947423.6784549999,1888561.2884550001,-1363451.718455,-1.440199944704293,-1.4401999568991568,-1.2194864061317396e-08,29264.806800000002,17266.236012,-4788.047557,16786.618345
Bull,2024-02-29,2024,2024Q1,true,Actual,1658954.41,1242959.2,977703.18,1965500.83,-722541.6300000001,18853.539999999997,18853.54643283333,17667.699581999997,1185.8468508333333,0.006432833331928123,977703.1864328334,1965500.8364328335,-722541.6364328335,-0.43554038138566664,-0.4355403775080234,3.877643227054156e-09,43091.9502,32155.156182,-13301.60974916667,41025.02211216667
Bull,2024-03-31,2024,2024Q1,true,Actual,1674355.28,1250219.24,1054104.8,2118453.97,-868234.7300000002,35559.82,35559.811660416664,33052.750527,2507.061133416667,-0.008339583335327916,1054104.7916604166,2118453.961660417,-868234.7216604169,-0.51854868081547,-0.5185486857962428,-4.980772859227294e-09,80616.4647,61571.935671,-26012.124010583335,86081.67515175001
Bull,2024-04-30,2024,2024Q2,true,Actual,1718726.73,1269606.3,1037058.49,2090908.53,-821302.23,23261.960000000003,23261.959483,19957.153070999997,3304.806412,-0.0005170000040379819,1037058.489483,2090908.529483,-821302.229483,-0.47785503951695685,-0.4778550398177609,-3.0080407490839563e-10,48675.9831,54464.08221,-31202.122727,111495.69876875001
Bull,2024-05-31,2024,2024Q2,true,Actual,1770528.8699999999,1328588.16,1098451.4,2141260.77,-812672.6100000001,35872.79,35872.80266033333,31316.197043999997,4556.605616333333,0.012660333326493856,1098451.4126603333,2141260.7826603334,-812672.6226603334,-0.4589999273269876,-0.45899992017639346,7.150594119650733e-09,76380.9684,69270.230535,-33397.42787466667,152003.86450841668
Bull,2024-06-30,2024,2024Q2,true,Actual,1801896.03,1325414.11,1083768.5,2129017.78,-803603.6699999997,22013.35,22013.353590083338,16785.771993000002,5227.581597083334,0.003590083339076955,1083768.5035900834,2129017.783590083,-803603.673590083,-0.4459767157542841,-0.4459767137618921,1.9923920577576028e-09,40940.9073,51762.05426099999,-29748.700670916653,170931.41821833333
Bull,2024-07-31,2024,2024Q3,true,Actual,1839292.55,1380989.92,1049621.29,2126136.17,-745146.25,15096.63,15096.634486666666,9489.721214999998,5606.913271666667,0.004486666666707606,1049621.2944866668,2126136.1744866665,-745146.2544866666,-0.4051265550369715,-0.4051265525976278,2.439343684998673e-09,23145.6615,35712.723864,-20616.089377333334,178980.44523166667
Bull,2024-08-31,2024,2024Q3,true,Actual,1877082.55,1405239.24,1061352.01,2108439.45,-703200.2100000002,26594.66,26594.651677916667,20181.043575,6413.608102916667,-0.008322083333041519,1061352.0016779166,2108439.441677917,-703200.2016779168,-0.37462401516540483,-0.37462401959892505,-4.433520163000566e-09,49222.0575,43151.481827999996,-16556.83015008333,201607.85105375
Bull,2024-09-30,2024,2024Q3,true,Actual,1891273.75,1415247.6400000001,1152926.23,2283191.58,-867943.94,23450.39,23450.3818675,16381.940115,7068.441752500001,-0.008132499999192078,1152926.2218674999,2283191.5718675,-867943.9318675,-0.45892030800274153,-0.4589203123027536,-4.300012094596077e-09,39955.9515,39773.11351200001,-16322.73164450001,218113.42068625
Bull,2024-10-31,2024,2024Q4,true,Actual,1919633.57,1423223.12,1131396.07,2254046.2600000002,-830823.1400000001,23369.15,23369.152189166663,15674.168471999998,7694.983717166668,0.0021891666619922034,1131396.0721891667,2254046.262189167,-830823.1421891667,-0.4328029865560054,-0.43280298541559686,1.1404086155839644e-09,38229.6792,39562.29408299999,-16193.14189383333,232973.94769708332
Bull,2024-11-30,2024,2024Q4,true,Actual,1956075.7,1493394.29,1115138.52,2221042.8200000003,-727648.5300000003,36115.380000000005,36115.38502175,27328.021058999995,8787.363962750002,0.005021749995648861,1115138.52502175,2221042.8250217503,-727648.5350217503,-0.371994056785098,-0.3719940542178405,2.5672574919512883e-09,66653.70989999999,55681.23056699999,-19565.84554524999,263512.2725753333
Bull,2024-12-31,2024,2024Q4,true,Actual,2004920.59,1506746.1,1128812.47,2223423.83,-716677.73,60804.64,60804.648449,50017.923063,10786.725386000002,0.008449000000837259,1128812.478449,2223423.838449,-716677.7384489999,-0.35745941361647643,-0.35745940940234444,4.214131992548024e-09,121994.9343,94257.757662,-33453.109213,324702.5584263333
Bull,2025-01-31,2025,2025Q1,true,Actual,2084030.5999999999,1602033.0699999998,1096480.65,2160710.21,-558677.1400000001,47174.63,47174.62055683333,34989.272489999996,12185.348066833336,-0.00944316666573286,1096480.6405568332,2160710.2005568333,-558677.1305568335,-0.26807530108091193,-0.2680753056121154,-4.53120346012811e-09,85339.689,89269.957953,-42095.33739616667,362867.6268695
Bull,2025-02-28,2025,2025Q1,true,Actual,2136465.82,1652049.42,1134606.79,2298012.09,-645962.6699999999,36490.17,36490.170306416665,23370.630374999997,13119.53993141667,0.0003064166667172685,1134606.7903064168,2298012.0903064166,-645962.6703064166,-0.3023510436064063,-0.3023510434629841,1.434222180616344e-10,57001.5375,73004.474793,-36514.304486583336,383378.9940630833
Bull,2025-03-31,2025,2025Q1,true,Actual,2155611.31,1633968.1600000001,1178944.7,2385227.06,-751258.8999999999,37486.15,37486.161398916665,23430.054257999996,14056.107140916669,0.011398916663893033,1178944.7113989166,2385227.0713989167,-751258.9113989166,-0.34851316093666096,-0.3485131556486405,5.288020438106271e-09,57146.47379999999,63654.12699899999,-26167.965600083327,403039.3064641666
Bull,2025-04-30,2025,2025Q2,true,Actual,2197244.75,1669057.67,1210305.74,2455749.06,-786691.3900000001,39027.61,39027.615953,24011.691860999996,15015.924092000003,0.005952999999863096,1210305.745953,2455749.065953,-786691.3959530002,-0.3580353968091175,-0.3580353940998153,2.70930218395702e-09,58565.10209999999,59090.90202299999,-20063.286069999987,422576.7926111666
Bull,2025-05-31,2025,2025Q2,true,Actual,2242515.31,1708321.4300000002,1179057.08,2353997.3,-645675.8699999996,30286.46,30286.465968250002,14683.595967,15602.870001250003,0.0059682500032067765,1179057.0859682502,2353997.3059682497,-645675.8759682496,-0.287924846304951,-0.2879248436435422,2.661408810273307e-09,35813.6487,44880.594048,-14594.128079749997,428103.9753429166
Bull,2025-06-30,2025,2025Q2,true,Actual,2269115.65,1723312.19,1178626.81,2317585.6799999997,-594273.4899999998,40983.61,40983.61825583334,24405.201579,16578.416676833338,0.008255833337898366,1178626.8182558334,2317585.688255833,-594273.498255833,-0.2618965226632821,-0.2618965190249337,3.638348419084927e-09,59524.8819,53841.792768,-12858.17451216666,446645.23898708326
