month_end_date,cost_center,department,segment,total_cost,segment_cost_share_pct,segment_cost,allocation_basis,new_logo_pct,new_logo_allocated_cost
2025-04-30,CC-1000,Sales - SMB,Mid-Market,109786.18,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-04-30,CC-1000,Sales - SMB,SMB,109786.18,1.0,109786.18,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,95295.38741115708
2025-04-30,CC-1010,Sales - Mid-Market,Enterprise,151767.26,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-04-30,CC-1010,Sales - Mid-Market,Mid-Market,151767.26,1.0,151767.26,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,62949.76309190058
2025-04-30,CC-1010,Sales - Mid-Market,SMB,151767.26,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-04-30,CC-1020,Sales - Enterprise,Enterprise,100814.28,1.0,100814.28,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,57843.57097990891
2025-04-30,CC-1020,Sales - Enterprise,Mid-Market,100814.28,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-04-30,CC-1020,Sales - Enterprise,SMB,100814.28,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-04-30,CC-1030,Sales Development,Enterprise,68808.50,0.25,17202.125,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,17202.125
2025-04-30,CC-1030,Sales Development,Mid-Market,68808.50,0.4375,30103.71875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,30103.71875
2025-04-30,CC-1030,Sales Development,SMB,68808.50,0.3125,21502.65625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21502.65625
2025-04-30,CC-1040,Sales Operations,Enterprise,62966.70,0.25,15741.675,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8513.336987991153
2025-04-30,CC-1040,Sales Operations,Mid-Market,62966.70,0.4375,27547.931249999998,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,14898.33972898452
2025-04-30,CC-1040,Sales Operations,SMB,62966.70,0.3125,19677.09375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,10641.671234988942
2025-04-30,CC-1050,Solutions Engineering,Enterprise,48027.75,0.25,12006.9375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6493.534209748838
2025-04-30,CC-1050,Solutions Engineering,Mid-Market,48027.75,0.4375,21012.140625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11363.684867060467
2025-04-30,CC-1050,Solutions Engineering,SMB,48027.75,0.3125,15008.671875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8116.917762186048
2025-04-30,CC-1060,Sales Leadership,Enterprise,21575.75,0.25,5393.9375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2917.1233448576813
2025-04-30,CC-1060,Sales Leadership,Mid-Market,21575.75,0.4375,9439.390625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5104.965853500942
2025-04-30,CC-1060,Sales Leadership,SMB,21575.75,0.3125,6742.421875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3646.4041810721014
2025-04-30,CC-1100,Demand Generation,Enterprise,390376.41,0.25,97594.1025,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,97594.1025
2025-04-30,CC-1100,Demand Generation,Mid-Market,390376.41,0.4375,170789.67937499998,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,170789.67937499998
2025-04-30,CC-1100,Demand Generation,SMB,390376.41,0.3125,121992.62812499999,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,121992.62812499999
2025-04-30,CC-1110,Product Marketing,Enterprise,154245.30,0.25,38561.325,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-04-30,CC-1110,Product Marketing,Mid-Market,154245.30,0.4375,67482.31874999999,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-04-30,CC-1110,Product Marketing,SMB,154245.30,0.3125,48201.65625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-04-30,CC-1200,Customer Success,Enterprise,101937.61,0.25,25484.4025,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-04-30,CC-1200,Customer Success,Mid-Market,101937.61,0.4375,44597.704375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-04-30,CC-1200,Customer Success,SMB,101937.61,0.3125,31855.503125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-05-31,CC-1000,Sales - SMB,Enterprise,98936.01,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-05-31,CC-1000,Sales - SMB,Mid-Market,98936.01,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-05-31,CC-1000,Sales - SMB,SMB,98936.01,1.0,98936.01,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,85877.34268433522
2025-05-31,CC-1010,Sales - Mid-Market,Enterprise,127111.05,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-05-31,CC-1010,Sales - Mid-Market,Mid-Market,127111.05,1.0,127111.05,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,52722.9027121049
2025-05-31,CC-1010,Sales - Mid-Market,SMB,127111.05,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-05-31,CC-1020,Sales - Enterprise,Enterprise,98115.46,1.0,98115.46,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,56295.08612010534
2025-05-31,CC-1020,Sales - Enterprise,Mid-Market,98115.46,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-05-31,CC-1020,Sales - Enterprise,SMB,98115.46,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-05-31,CC-1030,Sales Development,Enterprise,54790.77,0.25,13697.6925,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,13697.6925
2025-05-31,CC-1030,Sales Development,Mid-Market,54790.77,0.4375,23970.961874999997,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,23970.961874999997
2025-05-31,CC-1030,Sales Development,SMB,54790.77,0.3125,17122.115625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,17122.115625
2025-05-31,CC-1040,Sales Operations,Enterprise,77768.69,0.25,19442.1725,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,10514.62225405838
2025-05-31,CC-1040,Sales Operations,Mid-Market,77768.69,0.4375,34023.801875000005,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,18400.58894460217
2025-05-31,CC-1040,Sales Operations,SMB,77768.69,0.3125,24302.715625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,13143.277817572976
2025-05-31,CC-1050,Solutions Engineering,Enterprise,48037.45,0.25,12009.3625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6494.84568658951
2025-05-31,CC-1050,Solutions Engineering,Mid-Market,48037.45,0.4375,21016.384374999998,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11365.97995153164
2025-05-31,CC-1050,Solutions Engineering,SMB,48037.45,0.3125,15011.703125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8118.557108236887
2025-05-31,CC-1060,Sales Leadership,Enterprise,21544.17,0.25,5386.0425,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2912.8536089166078
2025-05-31,CC-1060,Sales Leadership,Mid-Market,21544.17,0.4375,9425.574375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5097.493815604064
2025-05-31,CC-1060,Sales Leadership,SMB,21544.17,0.3125,6732.553124999999,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3641.06701114576
2025-05-31,CC-1100,Demand Generation,Enterprise,413257.62,0.25,103314.405,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,103314.405
2025-05-31,CC-1100,Demand Generation,Mid-Market,413257.62,0.4375,180800.20875,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,180800.20875
2025-05-31,CC-1100,Demand Generation,SMB,413257.62,0.3125,129143.00625,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,129143.00625
2025-05-31,CC-1110,Product Marketing,Enterprise,141239.06,0.25,35309.765,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-05-31,CC-1110,Product Marketing,Mid-Market,141239.06,0.4375,61792.088749999995,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-05-31,CC-1110,Product Marketing,SMB,141239.06,0.3125,44137.20625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-05-31,CC-1200,Customer Success,Enterprise,98256.80,0.25,24564.2,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-05-31,CC-1200,Customer Success,Mid-Market,98256.80,0.4375,42987.35,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-05-31,CC-1200,Customer Success,SMB,98256.80,0.3125,30705.25,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-06-30,CC-1000,Sales - SMB,Enterprise,100833.05,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-06-30,CC-1000,Sales - SMB,Mid-Market,100833.05,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-06-30,CC-1000,Sales - SMB,SMB,100833.05,1.0,100833.05,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,87523.99039294902
2025-06-30,CC-1010,Sales - Mid-Market,Enterprise,131928.09,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-06-30,CC-1010,Sales - Mid-Market,Mid-Market,131928.09,1.0,131928.09,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,54720.90627890981
2025-06-30,CC-1010,Sales - Mid-Market,SMB,131928.09,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-06-30,CC-1020,Sales - Enterprise,Enterprise,101930.33,1.0,101930.33,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,58483.919920476925
2025-06-30,CC-1020,Sales - Enterprise,Mid-Market,101930.33,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-06-30,CC-1020,Sales - Enterprise,SMB,101930.33,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-06-30,CC-1030,Sales Development,Enterprise,55197.97,0.25,13799.4925,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,13799.4925
2025-06-30,CC-1030,Sales Development,Mid-Market,55197.97,0.4375,24149.111875000002,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,24149.111875000002
2025-06-30,CC-1030,Sales Development,SMB,55197.97,0.3125,17249.365625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,17249.365625
2025-06-30,CC-1040,Sales Operations,Enterprise,60476.06,0.25,15119.015,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8176.593000522059
2025-06-30,CC-1040,Sales Operations,Mid-Market,60476.06,0.4375,26458.27625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,14309.037750913603
2025-06-30,CC-1040,Sales Operations,SMB,60476.06,0.3125,18898.76875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,10220.741250652572
2025-06-30,CC-1050,Solutions Engineering,Enterprise,47960.50,0.25,11990.125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6484.441754332842
2025-06-30,CC-1050,Solutions Engineering,Mid-Market,47960.50,0.4375,20982.71875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11347.773070082474
2025-06-30,CC-1050,Solutions Engineering,SMB,47960.50,0.3125,14987.65625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8105.552192916052
2025-06-30,CC-1060,Sales Leadership,Enterprise,21457.22,0.25,5364.305,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2901.0976386798666
2025-06-30,CC-1060,Sales Leadership,Mid-Market,21457.22,0.4375,9387.53375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5076.920867689767
2025-06-30,CC-1060,Sales Leadership,SMB,21457.22,0.3125,6705.38125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3626.3720483498337
2025-06-30,CC-1100,Demand Generation,Enterprise,407066.58,0.25,101766.645,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,101766.645
2025-06-30,CC-1100,Demand Generation,Mid-Market,407066.58,0.4375,178091.62875,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,178091.62875
2025-06-30,CC-1100,Demand Generation,SMB,407066.58,0.3125,127208.30625000001,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,127208.30625000001
2025-06-30,CC-1110,Product Marketing,Enterprise,147818.95,0.25,36954.7375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-06-30,CC-1110,Product Marketing,Mid-Market,147818.95,0.4375,64670.79062500001,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-06-30,CC-1110,Product Marketing,SMB,147818.95,0.3125,46193.421875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-06-30,CC-1200,Customer Success,Enterprise,103958.06,0.25,25989.515,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-06-30,CC-1200,Customer Success,Mid-Market,103958.06,0.4375,45481.651249999995,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-06-30,CC-1200,Customer Success,SMB,103958.06,0.3125,32486.89375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-07-31,CC-1000,Sales - SMB,Enterprise,98069.98,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-07-31,CC-1000,Sales - SMB,Mid-Market,98069.98,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-07-31,CC-1000,Sales - SMB,SMB,98069.98,1.0,98069.98,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,85125.62088875327
2025-07-31,CC-1010,Sales - Mid-Market,Enterprise,126870.36,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-07-31,CC-1010,Sales - Mid-Market,Mid-Market,126870.36,1.0,126870.36,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,52623.06972784604
2025-07-31,CC-1010,Sales - Mid-Market,SMB,126870.36,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-07-31,CC-1020,Sales - Enterprise,Enterprise,97535.89,1.0,97535.89,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,55962.54991161557
2025-07-31,CC-1020,Sales - Enterprise,Mid-Market,97535.89,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-07-31,CC-1020,Sales - Enterprise,SMB,97535.89,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-07-31,CC-1030,Sales Development,Enterprise,54813.07,0.25,13703.2675,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,13703.2675
2025-07-31,CC-1030,Sales Development,Mid-Market,54813.07,0.4375,23980.718125,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,23980.718125
2025-07-31,CC-1030,Sales Development,SMB,54813.07,0.3125,17129.084375,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,17129.084375
2025-07-31,CC-1040,Sales Operations,Enterprise,68192.58,0.25,17048.145,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,9219.89581192195
2025-07-31,CC-1040,Sales Operations,Mid-Market,68192.58,0.4375,29834.25375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,16134.817670863413
2025-07-31,CC-1040,Sales Operations,SMB,68192.58,0.3125,21310.18125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11524.869764902438
2025-07-31,CC-1050,Solutions Engineering,Enterprise,48104.14,0.25,12026.035,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6503.862427878622
2025-07-31,CC-1050,Solutions Engineering,Mid-Market,48104.14,0.4375,21045.56125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11381.759248787588
2025-07-31,CC-1050,Solutions Engineering,SMB,48104.14,0.3125,15032.54375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8129.828034848278
2025-07-31,CC-1060,Sales Leadership,Enterprise,36435.98,0.25,9108.995,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,4926.282880120857
2025-07-31,CC-1060,Sales Leadership,Mid-Market,36435.98,0.4375,15940.741250000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8620.9950402115
2025-07-31,CC-1060,Sales Leadership,SMB,36435.98,0.3125,11386.243750000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6157.853600151072
2025-07-31,CC-1100,Demand Generation,Enterprise,364096.36,0.25,91024.09,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,91024.09
2025-07-31,CC-1100,Demand Generation,Mid-Market,364096.36,0.4375,159292.1575,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,159292.1575
2025-07-31,CC-1100,Demand Generation,SMB,364096.36,0.3125,113780.11249999999,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,113780.11249999999
2025-07-31,CC-1110,Product Marketing,Enterprise,136757.75,0.25,34189.4375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-07-31,CC-1110,Product Marketing,Mid-Market,136757.75,0.4375,59831.515625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-07-31,CC-1110,Product Marketing,SMB,136757.75,0.3125,42736.796875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-07-31,CC-1200,Customer Success,Enterprise,106897.29,0.25,26724.3225,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-07-31,CC-1200,Customer Success,Mid-Market,106897.29,0.4375,46767.564374999994,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-07-31,CC-1200,Customer Success,SMB,106897.29,0.3125,33405.403125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-08-31,CC-1000,Sales - SMB,Enterprise,98776.82,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-08-31,CC-1000,Sales - SMB,Mid-Market,98776.82,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-08-31,CC-1000,Sales - SMB,SMB,98776.82,1.0,98776.82,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,85739.16433873671
2025-08-31,CC-1010,Sales - Mid-Market,Enterprise,141340.93,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-08-31,CC-1010,Sales - Mid-Market,Mid-Market,141340.93,1.0,141340.93,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,58625.14786581047
2025-08-31,CC-1010,Sales - Mid-Market,SMB,141340.93,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-08-31,CC-1020,Sales - Enterprise,Enterprise,100444.18,1.0,100444.18,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,57631.221046748
2025-08-31,CC-1020,Sales - Enterprise,Mid-Market,100444.18,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-08-31,CC-1020,Sales - Enterprise,SMB,100444.18,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-08-31,CC-1030,Sales Development,Enterprise,55371.96,0.25,13842.99,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,13842.99
2025-08-31,CC-1030,Sales Development,Mid-Market,55371.96,0.4375,24225.2325,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,24225.2325
2025-08-31,CC-1030,Sales Development,SMB,55371.96,0.3125,17303.7375,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,17303.7375
2025-08-31,CC-1040,Sales Operations,Enterprise,53466.09,0.25,13366.5225,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,7228.81843260428
2025-08-31,CC-1040,Sales Operations,Mid-Market,53466.09,0.4375,23391.414375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,12650.432257057491
2025-08-31,CC-1040,Sales Operations,SMB,53466.09,0.3125,16708.153124999997,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,9036.02304075535
2025-08-31,CC-1050,Solutions Engineering,Enterprise,48045.28,0.25,12011.32,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6495.9043323279075
