acquisition_quarter,acquisition_quarter_start,segment,customer_id,quarter_end_date,quarters_since_acquisition,arr
2023Q3,2023-07-01 00:00:00,Enterprise,CUST-01112,2024-06-30,3,114055.92
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01070,2025-12-31,9,17090.76
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01070,2026-03-31,10,17090.76
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01070,2026-06-30,11,17090.76
2023Q3,2023-07-01 00:00:00,SMB,CUST-00896,2025-12-31,9,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00896,2026-03-31,10,0.00
2023Q3,2023-07-01 00:00:00,Enterprise,CUST-01112,2024-09-30,4,114055.92
2023Q3,2023-07-01 00:00:00,Enterprise,CUST-01112,2024-12-31,5,114055.92
2023Q3,2023-07-01 00:00:00,Enterprise,CUST-01112,2025-03-31,6,114055.92
2023Q3,2023-07-01 00:00:00,SMB,CUST-00911,2025-06-30,7,8667.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00911,2025-09-30,8,12133.80
2023Q3,2023-07-01 00:00:00,SMB,CUST-00911,2025-12-31,9,12133.80
2023Q3,2023-07-01 00:00:00,SMB,CUST-00912,2025-03-31,6,2611.92
2023Q3,2023-07-01 00:00:00,SMB,CUST-00879,2024-12-31,5,15162.36
2023Q3,2023-07-01 00:00:00,SMB,CUST-00879,2025-03-31,6,15162.36
2023Q3,2023-07-01 00:00:00,SMB,CUST-00879,2025-06-30,7,15162.36
2023Q3,2023-07-01 00:00:00,SMB,CUST-00879,2025-09-30,8,15162.36
2023Q3,2023-07-01 00:00:00,SMB,CUST-00879,2025-12-31,9,15162.36
2023Q3,2023-07-01 00:00:00,SMB,CUST-00879,2026-03-31,10,15162.36
2023Q3,2023-07-01 00:00:00,SMB,CUST-00912,2024-09-30,4,1865.64
2023Q3,2023-07-01 00:00:00,SMB,CUST-00912,2024-12-31,5,1865.64
2023Q3,2023-07-01 00:00:00,SMB,CUST-00880,2026-06-30,11,4578.12
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2024-03-31,2,14817.84
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2024-06-30,3,14817.84
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01062,2025-09-30,8,0.00
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01062,2025-12-31,9,0.00
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01062,2026-03-31,10,0.00
2023Q3,2023-07-01 00:00:00,Mid-Market,CUST-01062,2026-06-30,11,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2024-09-30,4,14817.84
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2024-12-31,5,14817.84
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2025-03-31,6,14817.84
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2025-09-30,8,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2025-12-31,9,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2025-06-30,7,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00882,2026-03-31,10,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00896,2026-06-30,11,0.00
2023Q3,2023-07-01 00:00:00,SMB,CUST-00912,2024-06-30,3,1865.64
2023Q3,2023-07-01 00:00:00,SMB,CUST-00912,2024-03-31,2,1865.64
2023Q3,2023-07-01 00:00:00,SMB,CUST-00918,2026-06-30,11,6871.08
2023Q4,2023-10-01 00:00:00,SMB,CUST-00928,2024-03-31,1,5434.20
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2024-03-31,1,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2024-06-30,2,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00953,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2024-03-31,1,7224.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2024-06-30,2,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00958,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2024-03-31,1,7118.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2024-06-30,2,7118.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2024-09-30,3,7118.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00961,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2024-03-31,1,5144.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2024-06-30,2,7660.32
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2024-09-30,3,7660.32
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2024-12-31,4,7660.32
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2025-03-31,5,7660.32
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00966,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2024-03-31,1,6648.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2024-06-30,2,6648.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2024-09-30,3,6648.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2024-12-31,4,6648.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00968,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2024-03-31,1,8868.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2024-06-30,2,8868.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2024-09-30,3,8868.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2024-12-31,4,8868.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2025-03-31,5,7310.52
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2025-06-30,6,7310.52
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2025-09-30,7,7310.52
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2025-12-31,8,8560.44
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2026-03-31,9,8825.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00971,2026-06-30,10,11402.52
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2024-03-31,1,9027.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2024-06-30,2,9027.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2024-09-30,3,9027.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2024-12-31,4,9027.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2025-03-31,5,9324.36
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2025-06-30,6,11019.60
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2025-09-30,7,13562.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2025-12-31,8,13562.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2026-03-31,9,14056.68
2023Q4,2023-10-01 00:00:00,SMB,CUST-00976,2026-06-30,10,14056.68
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2024-03-31,1,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2024-06-30,2,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01001,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2024-03-31,1,7085.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2024-06-30,2,7085.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2024-09-30,3,7085.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2024-12-31,4,9920.04
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01010,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2024-03-31,1,64244.28
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2024-06-30,2,64244.28
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2024-09-30,3,64244.28
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2024-12-31,4,64244.28
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01089,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2024-03-31,1,6954.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2024-06-30,2,6954.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2024-09-30,3,6954.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2024-12-31,4,6954.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2025-03-31,5,6954.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2025-06-30,6,6954.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2025-09-30,7,7824.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2025-12-31,8,7824.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00926,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2024-03-31,1,9485.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2024-06-30,2,9485.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2024-09-30,3,9485.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2024-12-31,4,9485.64
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2025-03-31,5,10347.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2025-06-30,6,10347.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2025-09-30,7,10347.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2025-12-31,8,10347.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2026-03-31,9,11210.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00974,2026-06-30,10,11210.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2024-03-31,1,4428.36
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2024-06-30,2,5060.88
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2024-09-30,3,5060.88
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2024-12-31,4,5060.88
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2025-03-31,5,5251.08
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2025-06-30,6,5251.08
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2025-09-30,7,5251.08
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2025-12-31,8,5251.08
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00975,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2024-03-31,1,8121.84
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2024-06-30,2,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-01011,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2024-03-31,1,27958.20
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2024-06-30,2,27958.20
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2024-09-30,3,35315.64
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2024-12-31,4,35316.72
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2025-03-31,5,35316.72
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2025-06-30,6,35316.72
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2025-09-30,7,35316.72
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2025-12-31,8,36981.84
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2026-03-31,9,36981.84
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01078,2026-06-30,10,61636.44
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2024-03-31,1,28170.12
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2024-06-30,2,28170.12
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2024-09-30,3,28170.12
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2024-12-31,4,28171.08
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2025-03-31,5,28171.08
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2025-06-30,6,28171.08
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2025-09-30,7,39439.56
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2025-12-31,8,29028.48
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2026-03-31,9,29028.48
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01079,2026-06-30,10,40639.80
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2024-03-31,1,19808.40
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2024-06-30,2,19808.40
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2024-09-30,3,27731.76
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2024-12-31,4,20448.60
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2025-03-31,5,20448.60
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2025-06-30,6,28628.04
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2025-09-30,7,93780.48
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2025-12-31,8,56636.04
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2026-03-31,9,71446.92
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01083,2026-06-30,10,71446.92
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2024-03-31,1,4502.40
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2024-06-30,2,4502.40
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00941,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2024-03-31,1,2853.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2024-06-30,2,2853.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2024-09-30,3,2853.96
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00957,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2024-03-31,1,2990.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2024-06-30,2,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00965,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2024-03-31,1,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2024-06-30,2,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2024-09-30,3,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00969,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2024-03-31,1,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2024-06-30,2,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2024-09-30,3,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2024-12-31,4,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2025-03-31,5,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2025-06-30,6,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2025-09-30,7,4845.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2025-12-31,8,7631.04
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00977,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2024-03-31,1,8663.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2024-06-30,2,8663.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2024-09-30,3,8663.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2024-12-31,4,8960.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2025-03-31,5,8960.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2025-06-30,6,8960.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2025-09-30,7,8960.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00979,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2024-03-31,1,5149.44
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2024-06-30,2,5149.44
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2024-09-30,3,5793.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2024-12-31,4,5793.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2025-06-30,6,4906.56
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2025-09-30,7,4906.56
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2025-12-31,8,6869.16
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2026-03-31,9,6869.16
2023Q4,2023-10-01 00:00:00,SMB,CUST-00983,2026-06-30,10,5061.48
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2024-03-31,1,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2024-06-30,2,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2024-09-30,3,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2024-12-31,4,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2025-03-31,5,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2025-06-30,6,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2025-09-30,7,6750.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2025-12-31,8,5906.52
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2026-03-31,9,5906.52
2023Q4,2023-10-01 00:00:00,SMB,CUST-01003,2026-06-30,10,5906.52
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01075,2024-03-31,1,20045.16
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01075,2024-06-30,2,20045.16
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01075,2024-09-30,3,20045.16
2023Q4,2023-10-01 00:00:00,Mid-Market,CUST-01075,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00935,2026-06-30,10,10436.88
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2024-03-31,1,4212.60
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2024-06-30,2,4212.60
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2024-09-30,3,4212.60
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2024-12-31,4,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2025-03-31,5,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2025-06-30,6,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2025-09-30,7,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2025-12-31,8,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2026-03-31,9,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00951,2026-06-30,10,0.00
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2024-03-31,1,8682.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2024-06-30,2,8682.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2024-09-30,3,8682.12
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2024-12-31,4,8681.76
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2025-03-31,5,11749.92
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2025-06-30,6,11749.92
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2025-09-30,7,16352.28
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2025-12-31,8,12510.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2026-03-31,9,12510.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-00954,2026-06-30,10,12510.24
2023Q4,2023-10-01 00:00:00,SMB,CUST-00960,2024-03-31,1,13541.76
