contract_id,customer_id,contract_type,term_months,start_date,end_date,renewal_date,billing_frequency,list_acv,discount_pct,net_acv,tcv,renewal_status,predecessor_contract_id,uplift_pct_at_renewal
CTR-00833-02,CUST-00833,annual,12,2024-05-28,2025-05-27,2025-05-30,Quarterly in advance,10504.23,0.08,9699.61,9699.61,Renewed,CTR-00833-01,0.04
CTR-00833-03,CUST-00833,annual,12,2025-05-28,2026-05-27,2026-05-29,Annual in advance,12642.89,0.13,10992.99,10992.99,Renewed,CTR-00833-02,0.00
CTR-00833-04,CUST-00833,annual,12,2026-05-28,2027-05-27,2027-05-30,Quarterly in advance,13426.75,0.15,11393.94,11393.94,Active,CTR-00833-03,0.04
CTR-00834-01,CUST-00834,monthly,1,2023-05-30,2026-06-30,,Monthly in arrears,8308.43,0.05,7883.87,24965.59,Active,,
CTR-00835-01,CUST-00835,annual,12,2023-05-01,2024-04-30,2024-04-30,Quarterly in advance,8572.19,0.09,7820.41,7820.41,Renewed,,
CTR-00835-02,CUST-00835,annual,12,2024-05-01,2025-04-30,2025-05-05,Quarterly in advance,9803.95,0.11,8763.75,8763.75,Renewed,CTR-00835-01,0.04
CTR-00835-03,CUST-00835,annual,12,2025-05-01,2026-04-30,2026-05-02,Annual in advance,10411.79,0.13,9086.37,9086.37,Renewed,CTR-00835-02,0.04
CTR-00835-04,CUST-00835,annual,12,2026-05-01,2027-04-30,2027-05-05,Annual in advance,11057.33,0.15,9419.74,9419.74,Active,CTR-00835-03,0.04
CTR-00836-01,CUST-00836,annual,12,2023-05-29,2024-02-29,2024-03-04,Annual in advance,4615.80,0.06,4317.62,4317.62,Early Termination,,
CTR-00837-01,CUST-00837,annual,12,2023-05-31,2024-05-30,2024-06-03,Annual in advance,4615.80,0.09,4192.07,4192.07,Renewed,,
CTR-00837-02,CUST-00837,annual,12,2024-05-31,2025-05-30,2025-06-03,Annual in advance,4901.97,0.12,4337.75,4337.75,Renewed,CTR-00837-01,0.03
CTR-00837-03,CUST-00837,annual,12,2025-05-31,2026-05-30,2026-06-04,Quarterly in advance,5205.90,0.13,4539.02,4539.02,Renewed,CTR-00837-02,0.05
CTR-00837-04,CUST-00837,annual,12,2026-05-31,2027-05-30,2027-06-01,Annual in advance,5528.66,0.15,4718.71,4718.71,Active,CTR-00837-03,0.04
CTR-00838-01,CUST-00838,annual,12,2023-05-03,2024-05-02,2024-05-06,Annual in advance,6662.98,0.07,6228.55,6228.55,Renewed,,
CTR-00838-02,CUST-00838,annual,12,2024-05-03,2025-05-02,2025-05-03,Annual in advance,7076.08,0.08,6508.58,6508.58,Renewed,CTR-00838-01,0.04
CTR-00838-03,CUST-00838,annual,12,2025-05-03,2026-05-02,2026-05-07,Annual in advance,7514.80,0.09,6827.20,6827.20,Renewed,CTR-00838-02,0.05
CTR-00838-04,CUST-00838,annual,12,2026-05-03,2027-05-02,2027-05-04,Annual in advance,7980.72,0.12,7046.98,7046.98,Active,CTR-00838-03,0.03
CTR-00839-01,CUST-00839,multi_year,24,2023-05-13,2025-05-12,2025-05-12,Annual in advance,9890.99,0.14,8501.31,17002.62,Renewed,,
CTR-00839-02,CUST-00839,multi_year,36,2025-05-13,2028-05-12,2028-05-15,Quarterly in advance,11155.49,0.21,8848.53,26545.59,Active,CTR-00839-01,0.04
CTR-00840-01,CUST-00840,monthly,1,2023-05-27,2024-06-30,,Monthly in arrears,7253.39,0.08,6668.04,7779.38,Churned,,
CTR-00841-01,CUST-00841,monthly,1,2023-05-19,2026-06-30,,Monthly in arrears,14506.79,0.04,13885.90,43972.02,Active,,
CTR-00842-01,CUST-00842,annual,12,2023-05-28,2024-05-27,2024-05-29,Annual in advance,4615.80,0.11,4096.52,4096.52,Renewed,,
CTR-00842-02,CUST-00842,annual,12,2024-05-28,2025-05-27,2025-05-29,Annual in advance,4901.97,0.14,4239.22,4239.22,Renewed,CTR-00842-01,0.03
CTR-00842-03,CUST-00842,annual,12,2025-05-28,2026-05-27,2026-05-30,Annual in advance,9370.62,0.15,7983.77,7983.77,Renewed,CTR-00842-02,0.05
CTR-00842-04,CUST-00842,annual,12,2026-05-28,2027-05-27,2027-05-28,Quarterly in advance,9951.59,0.17,8287.68,8287.68,Active,CTR-00842-03,0.04
CTR-00843-01,CUST-00843,annual,12,2023-05-01,2024-04-30,2024-05-04,Annual in advance,8572.19,0.07,7978.14,7978.14,Churned,,
CTR-00844-01,CUST-00844,annual,12,2023-05-15,2024-05-14,2024-05-19,Annual in advance,9890.99,0.04,9526.01,9526.01,Renewed,,
CTR-00844-02,CUST-00844,annual,12,2024-05-15,2025-05-14,2025-05-16,Annual in advance,11904.80,0.05,11297.66,11297.66,Renewed,CTR-00844-01,0.05
CTR-00844-03,CUST-00844,annual,12,2025-05-15,2026-05-14,2026-05-18,Quarterly in advance,13386.59,0.11,11962.26,11962.26,Renewed,CTR-00844-02,0.00
CTR-00844-04,CUST-00844,annual,12,2026-05-15,2027-05-14,2027-05-17,Annual in advance,14216.56,0.12,12484.98,12484.98,Active,CTR-00844-03,0.04
CTR-00845-01,CUST-00845,monthly,1,2023-05-04,2026-06-30,,Monthly in arrears,2637.60,0.16,2207.14,6989.28,Active,,
CTR-00846-01,CUST-00846,monthly,1,2023-05-29,2026-06-30,,Monthly in arrears,5934.59,0.12,5243.21,16603.50,Active,,
CTR-00847-01,CUST-00847,annual,12,2023-05-01,2024-04-30,2024-05-04,Quarterly in advance,3692.64,0.05,3500.99,3500.99,Renewed,,
CTR-00847-02,CUST-00847,annual,12,2024-05-01,2025-04-30,2025-05-05,Annual in advance,3921.58,0.07,3666.68,3666.68,Renewed,CTR-00847-01,0.05
CTR-00847-03,CUST-00847,annual,12,2025-05-01,2026-04-30,2026-04-30,Annual in advance,4164.72,0.09,3791.56,3791.56,Renewed,CTR-00847-02,0.03
CTR-00847-04,CUST-00847,annual,12,2026-05-01,2027-04-30,2027-05-02,Annual in advance,4422.93,0.11,3925.79,3925.79,Active,CTR-00847-03,0.04
CTR-00849-01,CUST-00849,monthly,1,2023-05-13,2026-06-30,,Monthly in arrears,13847.39,0.00,13847.39,43850.07,Active,,
CTR-00850-01,CUST-00850,monthly,1,2023-05-23,2024-02-29,,Monthly in arrears,11869.19,0.05,11260.30,9383.58,Churned,,
CTR-00851-01,CUST-00851,annual,12,2023-06-28,2024-06-27,2024-07-02,Annual in advance,14844.77,0.07,13810.09,13810.09,Renewed,,
CTR-00851-02,CUST-00851,annual,12,2024-06-28,2025-06-27,2025-07-02,Annual in advance,15765.15,0.10,14242.24,14242.24,Renewed,CTR-00851-01,0.03
CTR-00851-03,CUST-00851,annual,12,2025-06-28,2026-06-27,2026-06-30,Annual in advance,16742.59,0.12,14720.09,14720.09,Renewed,CTR-00851-02,0.03
CTR-00851-04,CUST-00851,annual,12,2026-06-28,2027-06-27,2027-06-27,Annual in advance,12700.45,0.17,10514.70,10514.70,Active,CTR-00851-03,0.00
CTR-00852-01,CUST-00852,monthly,1,2023-06-30,2024-03-31,,Monthly in arrears,3976.28,0.11,3554.79,2962.33,Churned,,
CTR-00853-01,CUST-00853,monthly,1,2023-06-13,2026-06-30,,Monthly in arrears,4638.99,0.08,4253.95,13116.35,Active,,
CTR-00854-01,CUST-00854,annual,12,2023-06-18,2024-06-17,2024-06-20,Annual in advance,3313.57,0.15,2802.95,2802.95,Churned,,
CTR-00855-01,CUST-00855,monthly,1,2023-06-30,2026-06-30,,Monthly in arrears,3313.57,0.08,3063.40,9445.48,Active,,
CTR-00856-01,CUST-00856,monthly,1,2023-06-27,2026-06-30,,Monthly in arrears,11133.58,0.08,10236.21,31561.65,Active,,
CTR-00857-01,CUST-00857,annual,12,2023-06-04,2024-06-03,2024-06-07,Quarterly in advance,3313.57,0.09,3022.64,3022.64,Renewed,,
CTR-00857-02,CUST-00857,annual,12,2024-06-04,2025-06-03,2025-06-08,Annual in advance,3519.01,0.11,3125.23,3125.23,Renewed,CTR-00857-01,0.03
CTR-00857-03,CUST-00857,annual,12,2025-06-04,2026-06-03,2026-06-06,Quarterly in advance,2989.75,0.16,2500.33,2500.33,Renewed,CTR-00857-02,0.00
CTR-00857-04,CUST-00857,annual,12,2026-06-04,2027-06-03,2027-06-05,Quarterly in advance,2381.33,0.21,1875.30,1875.30,Active,CTR-00857-03,0.00
CTR-00858-01,CUST-00858,annual,12,2023-06-21,2024-06-20,2024-06-20,Annual in advance,3976.28,0.08,3647.44,3647.44,Renewed,,
CTR-00858-02,CUST-00858,annual,12,2024-06-21,2025-06-20,2025-06-20,Quarterly in advance,4222.81,0.10,3803.91,3803.91,Renewed,CTR-00858-01,0.04
CTR-00858-03,CUST-00858,annual,12,2025-06-21,2026-06-20,2026-06-24,Annual in advance,5232.06,0.11,4636.65,4636.65,Renewed,CTR-00858-02,0.04
CTR-00858-04,CUST-00858,annual,12,2026-06-21,2027-06-20,2027-06-24,Annual in advance,6350.22,0.13,5536.76,5536.76,Active,CTR-00858-03,0.04
CTR-00859-01,CUST-00859,monthly,1,2023-06-26,2024-10-31,,Monthly in arrears,6627.13,0.00,6627.13,9388.43,Churned,,
CTR-00860-01,CUST-00860,monthly,1,2023-06-08,2024-05-31,,Monthly in arrears,10603.41,0.12,9328.88,9328.88,Churned,,
CTR-00861-01,CUST-00861,monthly,1,2023-06-30,2026-06-30,,Monthly in arrears,9940.70,0.12,8792.55,27110.36,Active,,
CTR-00862-01,CUST-00862,annual,12,2023-06-28,2024-06-27,2024-07-02,Annual in advance,7952.56,0.16,6674.58,6674.58,Churned,,
CTR-00863-01,CUST-00863,annual,12,2023-06-27,2024-06-26,2024-06-28,Annual in advance,3313.57,0.04,3191.96,3191.96,Renewed,,
CTR-00863-02,CUST-00863,annual,12,2024-06-27,2025-06-26,2025-06-29,Annual in advance,5630.41,0.06,5276.26,5276.26,Renewed,CTR-00863-01,0.03
CTR-00863-03,CUST-00863,annual,12,2025-06-27,2026-06-26,2026-06-26,Quarterly in advance,5979.50,0.12,5276.31,5276.31,Renewed,CTR-00863-02,0.00
CTR-00863-04,CUST-00863,annual,12,2026-06-27,2027-06-26,2027-06-29,Annual in advance,6350.22,0.17,5276.40,5276.40,Active,CTR-00863-03,0.00
CTR-00864-01,CUST-00864,monthly,1,2023-06-29,2025-03-31,,Monthly in arrears,2650.85,0.09,2413.07,4423.96,Churned,,
CTR-00864-02R,CUST-00864,monthly,1,2025-07-01,2025-12-31,,Monthly in arrears,3004.77,0.09,2735.24,1367.62,Churned,,
CTR-00865-01,CUST-00865,monthly,1,2023-06-29,2026-06-30,,Monthly in arrears,12591.55,0.08,11540.16,35582.16,Active,,
CTR-00866-01,CUST-00866,annual,12,2023-06-13,2024-06-12,2024-06-17,Annual in advance,5566.79,0.11,4960.01,4960.01,Renewed,,
CTR-00866-02,CUST-00866,annual,12,2024-06-13,2025-06-12,2025-06-17,Annual in advance,8867.90,0.13,7744.34,7744.34,Renewed,CTR-00866-01,0.04
CTR-00866-03,CUST-00866,annual,12,2025-06-13,2026-06-12,2026-06-13,Quarterly in advance,9417.71,0.15,8036.13,8036.13,Renewed,CTR-00866-02,0.04
CTR-00866-04,CUST-00866,annual,12,2026-06-13,2027-06-12,2027-06-16,Quarterly in advance,10001.60,0.17,8278.32,8278.32,Active,CTR-00866-03,0.03
CTR-00867-01,CUST-00867,monthly,1,2023-06-25,2024-06-30,,Monthly in arrears,5301.71,0.08,4887.65,5294.95,Churned,,
CTR-00868-01,CUST-00868,monthly,1,2023-06-27,2025-02-28,,Monthly in arrears,8615.27,0.13,7524.58,13168.01,Churned,,
CTR-00869-01,CUST-00869,monthly,1,2023-06-10,2026-06-30,,Monthly in arrears,5301.71,0.02,5205.22,16049.43,Active,,
CTR-00870-01,CUST-00870,monthly,1,2023-06-26,2026-06-30,,Monthly in arrears,3976.28,0.03,3866.93,11923.03,Active,,
CTR-00872-01,CUST-00872,monthly,1,2023-06-28,2025-11-30,,Monthly in arrears,7422.39,0.002300,7405.32,18513.30,Churned,,
CTR-00873-01,CUST-00873,monthly,1,2023-06-30,2024-04-30,,Monthly in arrears,5704.92,0.05,5409.98,4959.15,Churned,,
CTR-00874-01,CUST-00874,monthly,1,2023-06-04,2026-06-30,,Monthly in arrears,12989.18,0.05,12383.88,38183.63,Active,,
CTR-00876-01,CUST-00876,monthly,1,2023-07-18,2026-06-30,,Monthly in arrears,8658.57,0.20,6886.16,20658.48,Active,,
CTR-00877-01,CUST-00877,annual,12,2023-07-02,2024-07-01,2024-07-04,Quarterly in advance,3996.26,0.04,3848.00,3848.00,Churned,,
CTR-00878-01,CUST-00878,annual,12,2023-07-29,2024-07-28,2024-08-02,Annual in advance,9324.61,0.09,8479.80,8479.80,Churned,,
CTR-00879-01,CUST-00879,monthly,1,2023-07-13,2026-06-30,,Monthly in arrears,10656.70,0.04,10193.13,30579.39,Active,,
CTR-00880-01,CUST-00880,monthly,1,2023-07-26,2026-06-30,,Monthly in arrears,5328.35,0.14,4578.12,13734.36,Active,,
CTR-00881-01,CUST-00881,annual,12,2023-07-26,2024-07-25,2024-07-29,Annual in advance,7992.52,0.11,7090.16,7090.16,Churned,,
CTR-00882-01,CUST-00882,monthly,1,2023-07-07,2025-04-30,,Monthly in arrears,16651.09,0.11,14817.80,27165.97,Churned,,
CTR-00883-01,CUST-00883,monthly,1,2023-07-30,2026-06-30,,Monthly in arrears,5994.39,0.14,5146.18,15438.54,Churned,,
CTR-00884-01,CUST-00884,monthly,1,2023-07-12,2026-06-30,,Monthly in arrears,2797.38,0.08,2577.51,7732.53,Active,,
CTR-00885-01,CUST-00885,monthly,1,2023-07-07,2024-06-30,,Monthly in arrears,5994.39,0.00,5994.39,5994.39,Churned,,
CTR-00886-01,CUST-00886,annual,12,2023-07-26,2024-07-25,2024-07-25,Annual in advance,3996.26,0.08,3686.15,3686.15,Churned,,
CTR-00886-02R,CUST-00886,annual,12,2025-01-01,2025-12-31,2026-01-02,Annual in advance,4373.62,0.08,4034.23,4034.23,Renewed,,
CTR-00886-03,CUST-00886,annual,12,2026-01-01,2026-12-31,2027-01-01,Annual in advance,6193.04,0.10,5563.21,5563.21,Active,CTR-00886-02R,0.03
CTR-00887-01,CUST-00887,monthly,1,2023-07-07,2026-06-30,,Monthly in arrears,9324.61,0.05,8877.03,26631.09,Active,,
CTR-00888-01,CUST-00888,annual,12,2023-07-09,2024-07-08,2024-07-11,Quarterly in advance,12654.83,0.07,11780.38,11780.38,Renewed,,
CTR-00888-02,CUST-00888,annual,12,2024-07-09,2025-07-08,2025-07-13,Quarterly in advance,16976.12,0.12,14881.27,14881.27,Renewed,CTR-00888-01,0.00
CTR-00888-03,CUST-00888,annual,12,2025-07-09,2026-07-08,2026-07-13,Annual in advance,18028.64,0.15,15336.96,15336.96,Active,CTR-00888-02,0.03
CTR-00889-01,CUST-00889,annual,12,2023-07-02,2024-07-01,2024-07-04,Quarterly in advance,8749.31,0.09,7923.38,7923.38,Churned,,
CTR-00890-01,CUST-00890,monthly,1,2023-08-18,2025-05-31,,Monthly in arrears,2811.44,0.12,2474.63,4536.82,Churned,,
CTR-00892-01,CUST-00892,annual,12,2023-08-24,2024-08-23,2024-08-25,Annual in advance,9371.47,0.09,8536.47,8536.47,Churned,,
CTR-00893-01,CUST-00893,monthly,1,2023-08-16,2026-05-31,,Monthly in arrears,6693.91,0.06,6290.27,17822.43,Churned,,
CTR-00894-01,CUST-00894,monthly,1,2023-08-15,2026-06-30,,Monthly in arrears,5355.13,0.00,5355.13,15619.13,Active,,
CTR-00895-01,CUST-00895,annual,12,2023-08-10,2024-08-09,2024-08-14,Annual in advance,6560.03,0.05,6257.61,6257.61,Churned,,
CTR-00896-01,CUST-00896,monthly,1,2023-08-28,2024-03-31,,Monthly in arrears,6560.03,0.10,5902.06,3934.71,Churned,,
CTR-00897-01,CUST-00897,monthly,1,2023-08-27,2023-12-31,,Monthly in arrears,1338.78,0.14,1154.30,480.96,Churned,,
CTR-00898-01,CUST-00898,annual,12,2023-08-08,2024-08-07,2024-08-12,Annual in advance,2008.17,0.09,1818.40,1818.40,Renewed,,
CTR-00898-02,CUST-00898,annual,12,2024-08-08,2025-08-07,2025-08-08,Quarterly in advance,2132.68,0.11,1894.25,1894.25,Renewed,CTR-00898-01,0.04
CTR-00898-03,CUST-00898,annual,12,2025-08-08,2026-08-07,2026-08-11,Annual in advance,2264.90,0.12,1982.47,1982.47,Active,CTR-00898-02,0.05
CTR-00900-01,CUST-00900,annual,12,2023-08-16,2024-08-15,2024-08-18,Annual in advance,7058.86,0.06,6624.74,6624.74,Renewed,,
CTR-00900-02,CUST-00900,annual,12,2024-08-16,2025-08-15,2025-08-19,Annual in advance,8207.41,0.09,7491.72,7491.72,Renewed,CTR-00900-01,0.03
CTR-00900-03,CUST-00900,annual,12,2025-08-16,2026-08-15,2026-08-20,Quarterly in advance,8716.26,0.11,7730.45,7730.45,Active,CTR-00900-02,0.03
CTR-00901-01,CUST-00901,monthly,1,2023-08-19,2026-06-30,,Monthly in arrears,9371.47,0.07,8713.59,25414.64,Active,,
CTR-00902-02R,CUST-00902,monthly,1,2024-03-01,2024-07-31,,Monthly in arrears,2079.89,0.08,1922.86,801.19,Churned,,
CTR-00903-01,CUST-00903,annual,12,2023-08-05,2024-08-04,2024-08-08,Annual in advance,9371.47,0.08,8632.06,8632.06,Churned,,
CTR-00904-01,CUST-00904,monthly,1,2023-08-09,2025-07-31,,Monthly in arrears,11379.64,0.11,10086.91,20173.82,Churned,,
CTR-00905-01,CUST-00905,monthly,1,2023-09-01,2026-06-30,,Monthly in arrears,1345.51,0.09,1220.65,3458.51,Active,,
CTR-00906-01,CUST-00906,monthly,1,2023-09-30,2026-06-30,,Monthly in arrears,19778.99,0.07,18465.67,52319.40,Active,,
CTR-00907-01,CUST-00907,monthly,1,2023-09-28,2024-03-31,,Monthly in arrears,6054.79,0.10,5434.78,3170.29,Churned,,
CTR-00909-01,CUST-00909,annual,12,2023-09-27,2024-09-26,2024-09-28,Annual in advance,8745.81,0.05,8312.89,8312.89,Renewed,,
CTR-00909-02,CUST-00909,annual,12,2024-09-27,2025-09-26,2025-09-27,Annual in advance,14289.31,0.08,13199.04,13199.04,Renewed,CTR-00909-01,0.03
CTR-00909-03,CUST-00909,annual,12,2025-09-27,2026-09-26,2026-09-28,Annual in advance,15175.25,0.13,13199.43,13199.43,Active,CTR-00909-02,0.00
CTR-00910-01,CUST-00910,monthly,1,2023-09-29,2026-06-30,,Monthly in arrears,4709.28,0.19,3829.12,10849.17,Active,,
CTR-00911-01,CUST-00911,monthly,1,2023-09-06,2026-06-30,,Monthly in arrears,8073.06,0.08,7428.83,21048.35,Active,,
CTR-00912-01,CUST-00912,monthly,1,2023-09-28,2026-06-30,,Monthly in arrears,2018.26,0.08,1865.68,5286.09,Active,,
CTR-00913-01,CUST-00913,monthly,1,2023-09-27,2026-06-30,,Monthly in arrears,7400.30,0.06,6938.52,19659.14,Active,,
CTR-00914-01,CUST-00914,monthly,1,2023-09-06,2024-03-31,,Monthly in arrears,12782.34,0.12,11251.02,6563.10,Churned,,
CTR-00915-01,CUST-00915,annual,12,2023-09-19,2024-09-18,2024-09-19,Annual in advance,8745.81,0.07,8139.73,8139.73,Renewed,,
CTR-00915-02,CUST-00915,annual,12,2024-09-19,2025-09-18,2025-09-21,Annual in advance,9288.05,0.10,8390.82,8390.82,Renewed,CTR-00915-01,0.03
CTR-00915-03,CUST-00915,annual,12,2025-09-19,2026-09-18,2026-09-22,Quarterly in advance,9863.91,0.12,8668.40,8668.40,Active,CTR-00915-02,0.03
CTR-00916-01,CUST-00916,annual,12,2023-09-30,2024-09-29,2024-10-03,Annual in advance,4709.28,0.07,4399.41,4399.41,Renewed,,
CTR-00916-02,CUST-00916,annual,12,2024-09-30,2025-09-29,2025-10-02,Annual in advance,7144.65,0.09,6482.34,6482.34,Renewed,CTR-00916-01,0.03
CTR-00916-03,CUST-00916,annual,12,2025-09-30,2026-09-29,2026-09-29,Annual in advance,7587.62,0.11,6769.67,6769.67,Active,CTR-00916-02,0.04
CTR-00917-01,CUST-00917,monthly,1,2023-09-08,2025-06-30,,Monthly in arrears,9418.57,0.09,8595.39,15758.21,Churned,,
CTR-00918-01,CUST-00918,monthly,1,2023-09-03,2026-06-30,,Monthly in arrears,3363.77,0.09,3067.42,8691.02,Active,,
CTR-00919-01,CUST-00919,monthly,1,2023-09-28,2026-06-30,,Monthly in arrears,8073.06,0.06,7566.88,21439.49,Active,,
CTR-00920-01,CUST-00920,monthly,1,2023-09-30,2026-06-30,,Monthly in arrears,9418.57,0.14,8138.59,23059.34,Active,,
CTR-00921-01,CUST-00921,monthly,1,2023-09-12,2024-04-30,,Monthly in arrears,11436.83,0.10,10256.55,6837.70,Churned,,
CTR-00921-02R,CUST-00921,monthly,1,2024-06-01,2025-02-28,,Monthly in arrears,11260.82,0.10,10098.70,7574.03,Churned,,
CTR-00922-01,CUST-00922,monthly,1,2023-09-02,2025-03-31,,Monthly in arrears,2825.57,0.05,2693.62,4264.90,Churned,,
CTR-00924-01,CUST-00924,annual,12,2023-09-25,2024-09-24,2024-09-25,Quarterly in advance,5382.04,0.09,4873.44,4873.44,Churned,,
CTR-00925-01,CUST-00925,monthly,1,2023-09-25,2026-06-30,,Monthly in arrears,12782.34,0.06,11961.71,33891.51,Active,,
CTR-00926-01,CUST-00926,monthly,1,2023-10-26,2026-02-28,,Monthly in arrears,7572.72,0.08,6954.79,16807.41,Churned,,
CTR-00927-01,CUST-00927,monthly,1,2023-10-09,2026-06-30,,Monthly in arrears,8462.90,0.02,8294.49,22809.85,Active,,
CTR-00928-01,CUST-00928,monthly,1,2023-10-07,2024-10-31,,Monthly in arrears,5679.54,0.04,5434.18,5887.03,Churned,,
CTR-00929-01,CUST-00929,annual,12,2023-10-29,2024-10-28,2024-10-28,Quarterly in advance,9245.26,0.03,8952.19,8952.19,Renewed,,
CTR-00929-02,CUST-00929,annual,12,2024-10-29,2025-10-28,2025-10-29,Annual in advance,7898.62,0.09,7201.96,7201.96,Renewed,CTR-00929-01,0.00
CTR-00929-03,CUST-00929,annual,12,2025-10-29,2026-10-28,2026-11-02,Quarterly in advance,8388.33,0.10,7541.11,7541.11,Active,CTR-00929-02,0.05
CTR-00931-01,CUST-00931,monthly,1,2023-10-20,2025-05-31,,Monthly in arrears,8113.63,0.07,7507.54,12512.57,Churned,,
CTR-00932-01,CUST-00932,monthly,1,2023-10-01,2026-06-30,,Monthly in arrears,8789.76,0.03,8563.86,23550.62,Active,,
CTR-00933-01,CUST-00933,monthly,1,2023-10-16,2025-04-30,,Monthly in arrears,7572.72,0.03,7350.08,11637.63,Churned,,
CTR-00934-01,CUST-00934,monthly,1,2023-10-20,2026-06-30,,Monthly in arrears,8789.76,0.003400,8759.87,24089.64,Active,,
CTR-00935-01,CUST-00935,annual,12,2023-10-15,2024-10-14,2024-10-17,Annual in advance,8113.63,0.11,7256.02,7256.02,Renewed,,
CTR-00935-02,CUST-00935,annual,12,2024-10-15,2025-10-14,2025-10-14,Annual in advance,11488.89,0.13,10013.72,10013.72,Renewed,CTR-00935-01,0.04
CTR-00935-03,CUST-00935,annual,12,2025-10-15,2026-10-14,2026-10-17,Annual in advance,12201.21,0.14,10436.92,10436.92,Active,CTR-00935-02,0.04
CTR-00936-01,CUST-00936,monthly,1,2023-10-30,2024-05-31,,Monthly in arrears,4056.81,0.02,3976.08,2650.72,Churned,,
CTR-00937-01,CUST-00937,monthly,1,2023-10-28,2026-06-30,,Monthly in arrears,12170.44,0.06,11395.18,31336.74,Active,,
CTR-00938-01,CUST-00938,monthly,1,2023-10-08,2024-11-30,,Monthly in arrears,3380.68,0.11,3013.20,3515.40,Churned,,
CTR-00940-01,CUST-00940,monthly,1,2023-10-03,2024-09-30,,Monthly in arrears,13252.26,0.13,11479.11,11479.11,Churned,,
CTR-00941-01,CUST-00941,monthly,1,2023-10-30,2024-08-31,,Monthly in arrears,4732.95,0.05,4502.46,4127.26,Churned,,
CTR-00942-01,CUST-00942,monthly,1,2023-10-26,2026-06-30,,Monthly in arrears,4732.95,0.14,4051.88,11142.67,Active,,
CTR-00943-01,CUST-00943,annual,12,2023-10-26,2024-10-25,2024-10-29,Annual in advance,15145.44,0.10,13636.95,13636.95,Renewed,,
CTR-00943-02,CUST-00943,annual,12,2024-10-26,2025-10-25,2025-10-25,Annual in advance,16084.45,0.12,14106.06,14106.06,Renewed,CTR-00943-01,0.03
CTR-00943-03,CUST-00943,annual,12,2025-10-26,2026-10-25,2026-10-30,Annual in advance,17081.69,0.14,14690.25,14690.25,Active,CTR-00943-02,0.04
CTR-00944-01,CUST-00944,monthly,1,2023-10-16,2023-12-31,,Monthly in arrears,4732.95,0.06,4433.35,1108.34,Churned,,
CTR-00945-01,CUST-00945,annual,12,2023-10-14,2024-10-13,2024-10-15,Quarterly in advance,6085.22,0.06,5706.72,5706.72,Churned,,
CTR-00946-01,CUST-00946,monthly,1,2023-10-02,2026-06-30,,Monthly in arrears,6761.36,0.14,5805.98,15966.44,Active,,
CTR-00947-01,CUST-00947,annual,12,2023-11-10,2024-11-09,2024-11-13,Quarterly in advance,7610.77,0.21,5989.68,5989.68,Churned,,
CTR-00947-02R,CUST-00947,annual,12,2025-05-01,2026-04-30,2026-05-03,Annual in advance,5949.60,0.21,4682.34,4682.34,Renewed,,
CTR-00947-03,CUST-00947,annual,12,2026-05-01,2027-04-30,2027-05-01,Annual in advance,6318.47,0.23,4860.80,4860.80,Active,CTR-00947-02R,0.04
CTR-00948-01,CUST-00948,annual,12,2023-11-22,2024-11-21,2024-11-25,Annual in advance,2854.04,0.08,2625.72,2625.72,Churned,,
CTR-00948-02R,CUST-00948,annual,12,2025-05-01,2026-04-30,2026-05-05,Annual in advance,3123.54,0.08,2873.66,2873.66,Renewed,,
CTR-00948-03,CUST-00948,annual,12,2026-05-01,2027-04-30,2027-05-02,Annual in advance,4422.93,0.11,3951.45,3951.45,Active,CTR-00948-02R,0.03
CTR-00949-01,CUST-00949,annual,12,2023-11-01,2024-10-31,2024-11-02,Annual in advance,2718.13,0.16,2277.52,2277.52,Churned,,
CTR-00950-01,CUST-00950,monthly,1,2023-11-30,2026-06-30,,Monthly in arrears,4756.73,0.08,4358.59,11622.91,Active,,
CTR-00951-01,CUST-00951,annual,12,2023-11-28,2024-11-27,2024-11-27,Annual in advance,4756.73,0.11,4212.56,4212.56,Churned,,
CTR-00952-01,CUST-00952,monthly,1,2023-11-02,2024-03-31,,Monthly in arrears,1359.07,0.08,1249.26,520.52,Churned,,
CTR-00953-01,CUST-00953,monthly,1,2023-11-02,2024-01-31,,Monthly in arrears,2718.13,0.08,2501.77,625.44,Churned,,
CTR-00954-01,CUST-00954,annual,12,2023-11-01,2024-10-31,2024-11-04,Quarterly in advance,10767.83,0.19,8682.10,8682.10,Renewed,,
CTR-00954-02,CUST-00954,annual,12,2024-11-01,2025-10-31,2025-11-03,Annual in advance,11435.43,0.24,8681.78,8681.78,Renewed,CTR-00954-01,0.00
CTR-00954-03,CUST-00954,annual,12,2025-11-01,2026-10-31,2026-11-05,Annual in advance,16742.87,0.25,12510.27,12510.27,Active,CTR-00954-02,0.05
CTR-00955-01,CUST-00955,monthly,1,2023-11-29,2024-01-31,,Monthly in arrears,5436.27,0.14,4674.65,1168.66,Churned,,
CTR-00956-01,CUST-00956,annual,12,2023-11-17,2024-11-16,2024-11-20,Quarterly in advance,6659.43,0.16,5583.93,5583.93,Renewed,,
CTR-00956-02,CUST-00956,annual,12,2024-11-17,2025-11-16,2025-11-16,Quarterly in advance,9092.97,0.19,7404.41,7404.41,Renewed,CTR-00956-01,0.03
