customer_id,customer_name,segment,employee_count,region,acquisition_date,acquisition_channel,initial_contract_type,journey_archetype,account_owner_rep_id,csm_id,customer_status,churn_date,first_arr
CUST-00949,Gulf Coast Mechanical Systems Holdings,SMB,6,South Central,2023-12-29,Inbound - Paid,monthly,steady,REP-016,EMP-0258,Active,,3474.08
CUST-00950,Lomeli HVAC Partners,SMB,13,Canada,2023-12-26,Outbound - SDR,monthly,fast_churn,REP-031,EMP-0080,Churned,2024-04-30,3732.74
CUST-00951,Ashworth Electric & Sons,SMB,25,Great Lakes,2023-12-02,Inbound - Organic,monthly,fast_churn,REP-016,EMP-0171,Churned,2025-02-28,7461.27
CUST-00952,Iverson Roofing Partners,SMB,20,West,2023-12-09,Inbound - Organic,monthly,steady,REP-016,EMP-0315,Active,,6249.28
CUST-00953,Northrup Restoration Co.,SMB,27,South Central,2023-12-26,Inbound - Paid,monthly,fast_churn,REP-016,EMP-0284,Churned,2024-02-29,8880.55
CUST-00954,Stonebridge Controls & Sons,SMB,12,Mid-Atlantic,2023-12-31,Inbound - Paid,annual,steady,REP-030,EMP-0171,Active,,3839.19
CUST-00955,Wabash Boiler Works Inc.,SMB,11,Midwest,2023-12-14,Trade Show / Event,monthly,steady,REP-031,EMP-0219,Active,,6064.51
CUST-00956,Sonoran Fire Protection Services,SMB,15,Midwest,2023-12-23,Inbound - Organic,annual,steady,REP-016,EMP-0291,Churned,2025-12-22,4657.79
CUST-00957,Red River Mechanical Systems Services,SMB,17,South Central,2023-12-06,Partner / Referral,monthly,land_and_expand,REP-031,EMP-0080,Active,,7006.88
CUST-00958,Jankowski Sheet Metal Holdings,SMB,49,Canada,2023-12-14,Partner / Referral,monthly,expand_then_contract,REP-031,EMP-0245,Churned,2026-03-31,18560.20
CUST-00959,Allegheny HVAC,SMB,25,Mountain,2023-12-31,Inbound - Organic,annual,slow_decay,REP-016,EMP-0042,Churned,2024-12-30,14579.56
CUST-00960,Whitcomb Pipefitting Services,SMB,8,Northeast,2023-12-26,Inbound - Organic,monthly,steady,REP-028,EMP-0182,Active,,3539.65
CUST-00961,Harborview Electrical Contractors Services,SMB,16,Southwest,2023-12-31,Inbound - Paid,annual,steady,REP-016,EMP-0033,Active,,7515.97
CUST-00962,Fraser Valley Air Systems,SMB,26,Mid-Atlantic,2023-12-27,Partner / Referral,annual,slow_decay,REP-028,EMP-0080,Churned,2024-12-26,7275.31
CUST-00963,Ironbridge Roofing Corp.,SMB,24,Mid-Atlantic,2023-12-26,Inbound - Organic,monthly,fast_churn,REP-028,EMP-0238,Churned,2024-03-31,7056.25
CUST-00964,Ackerley Glass & Glazing Partners,SMB,28,Southeast,2023-12-29,Inbound - Paid,annual,land_and_expand,REP-031,EMP-0263,Active,,8414.65
CUST-00965,Gallardo Roofing,SMB,17,Mountain,2023-12-31,Partner / Referral,monthly,steady,REP-031,EMP-0141,Active,,5433.06
CUST-00966,Panhandle Boiler Works,Mid-Market,213,Southeast,2023-01-17,Partner / Referral,annual,steady,REP-023,EMP-0284,Active,,34572.89
CUST-00967,Okanagan Mechanical Contractors Inc.,Mid-Market,154,West,2023-01-31,Outbound - SDR,annual,land_and_expand,REP-010,EMP-0139,Active,,20282.66
CUST-00968,Northrup Facilities Group,Mid-Market,329,Great Lakes,2023-01-02,Inbound - Paid,annual,steady,REP-023,EMP-0042,Active,,96176.79
CUST-00969,Bitterroot HVAC Partners,Mid-Market,184,Mid-Atlantic,2023-01-27,Partner / Referral,multi_year,slow_decay,REP-010,EMP-0315,Active,,29775.50
CUST-00970,Ruzicka Plumbing & Heating Co.,Mid-Market,53,Northeast,2023-01-01,Trade Show / Event,multi_year,steady,REP-010,EMP-0182,Active,,8775.17
CUST-00971,Okonkwo Electric,Mid-Market,356,Southeast,2023-01-10,Trade Show / Event,annual,land_and_expand,REP-023,EMP-0284,Active,,26475.21
CUST-00972,Hutchins Air Systems,Mid-Market,136,South Central,2023-01-26,Outbound - SDR,multi_year,land_and_expand,REP-023,EMP-0080,Active,,16120.59
CUST-00973,Pinnacle Point Building Services Partners,Mid-Market,169,Canada,2023-02-23,Partner / Referral,annual,steady,REP-027,EMP-0238,Active,,23148.12
CUST-00974,Harrow Property Services Holdings,Mid-Market,77,West,2023-02-17,Outbound - SDR,annual,land_and_expand,REP-018,EMP-0312,Churned,2026-02-16,9169.76
CUST-00975,Piedmont Plumbing & Heating Holdings,Mid-Market,196,Southwest,2023-02-25,Inbound - Organic,annual,fast_churn,REP-026,EMP-0315,Churned,2024-02-24,26263.08
CUST-00976,Susquehanna Plumbing,Mid-Market,175,Great Lakes,2023-02-07,Partner / Referral,annual,expand_then_contract,REP-018,EMP-0141,Active,,32688.71
CUST-00977,Zamora Pipefitting & Sons,Mid-Market,448,Canada,2023-02-26,Outbound - SDR,annual,land_and_expand,REP-007,EMP-0141,Active,,101451.19
CUST-00978,Susquehanna Plumbing Services,Mid-Market,110,South Central,2023-02-28,Inbound - Paid,annual,land_and_expand,REP-026,EMP-0291,Active,,19928.69
CUST-00979,Gulf Coast Electric Partners,Mid-Market,95,Northeast,2023-03-11,Trade Show / Event,annual,steady,REP-023,EMP-0153,Active,,13782.09
CUST-00980,Summit Line Boiler Works Partners,Mid-Market,109,Great Lakes,2023-03-08,Outbound - SDR,annual,land_and_expand,REP-026,EMP-0033,Churned,2026-03-07,21466.74
CUST-00981,Prentice Air Systems Services,Mid-Market,58,Southwest,2023-03-31,Trade Show / Event,annual,expand_then_contract,REP-018,EMP-0182,Churned,2024-03-30,8404.69
CUST-00982,Danforth Air Systems Holdings,Mid-Market,132,Northeast,2023-03-28,Partner / Referral,annual,churn_and_return,REP-018,EMP-0032,Active,,16315.32
CUST-00983,Anchor Bay Air Systems Inc.,Mid-Market,104,Mountain,2023-03-25,Outbound - SDR,monthly,land_and_expand,REP-018,EMP-0303,Active,,11385.90
CUST-00984,Prentice Utility Services,Mid-Market,62,Great Lakes,2023-03-31,Inbound - Organic,annual,fast_churn,REP-026,EMP-0199,Churned,2024-03-30,7728.21
CUST-00985,Ingersoll Mechanical,Mid-Market,96,West,2023-03-06,Inbound - Organic,annual,slow_decay,REP-023,EMP-0182,Active,,10950.28
CUST-00986,Whitcomb Property Services Services,Mid-Market,108,West,2023-03-19,Outbound - SDR,annual,land_and_expand,REP-026,EMP-0182,Active,,33851.00
CUST-00987,Pinnacle Point Industrial Services,Mid-Market,153,Canada,2023-03-29,Partner / Referral,multi_year,steady,REP-026,EMP-0178,Active,,41703.60
CUST-00988,Lomeli Plumbing Inc.,Mid-Market,83,Mid-Atlantic,2023-03-31,Outbound - SDR,annual,fast_churn,REP-007,EMP-0022,Churned,2024-03-30,15256.90
CUST-00989,Jessup Plumbing & Heating,Mid-Market,71,Canada,2023-04-25,Outbound - SDR,annual,land_and_expand,REP-010,EMP-0104,Churned,2024-04-24,11204.07
CUST-00990,Laurentian Plumbing & Sons,Mid-Market,159,Canada,2023-04-28,Trade Show / Event,annual,churn_and_return,REP-027,EMP-0081,Active,,40238.93
CUST-00991,Stonebridge Electrical Contractors Services,Mid-Market,164,Southeast,2023-04-28,Inbound - Organic,multi_year,land_and_expand,REP-007,EMP-0238,Active,,22563.70
CUST-00993,Blackhawk Roofing,Mid-Market,51,Great Lakes,2023-04-26,Inbound - Paid,annual,expand_then_contract,REP-010,EMP-0289,Churned,2024-04-25,12308.30
CUST-00994,Great Lakes Heating & Air,Mid-Market,136,Great Lakes,2023-04-08,Partner / Referral,annual,steady,REP-023,EMP-0104,Active,,8022.96
CUST-00995,Lindqvist Roofing & Sons,Mid-Market,153,Northeast,2023-05-26,Partner / Referral,annual,land_and_expand,REP-026,EMP-0289,Churned,2024-05-25,21435.63
CUST-00996,Mahoney Industrial Services,Mid-Market,96,Southwest,2023-05-11,Outbound - SDR,annual,slow_decay,REP-010,EMP-0141,Churned,2024-05-10,17179.33
CUST-00997,Castellano HVAC Services,Mid-Market,379,Great Lakes,2023-05-18,Outbound - SDR,multi_year,fast_churn,REP-027,EMP-0096,Churned,2025-05-17,40286.28
CUST-00998,Jankowski Plumbing Co.,Mid-Market,58,Great Lakes,2023-05-27,Partner / Referral,annual,steady,REP-018,EMP-0080,Active,,18891.82
CUST-00999,Panhandle Landscape Services Services,Mid-Market,218,Southwest,2023-05-27,Outbound - SDR,multi_year,steady,REP-010,EMP-0312,Active,,27815.04
CUST-01000,Castellano Mechanical Services,Mid-Market,83,Southeast,2023-05-25,Inbound - Organic,multi_year,fast_churn,REP-007,EMP-0272,Churned,2026-05-24,9758.92
CUST-01001,Brazos Controls Partners,Mid-Market,64,South Central,2023-06-26,Partner / Referral,annual,steady,REP-018,EMP-0219,Active,,8483.09
CUST-01002,Palouse Pipefitting Inc.,Mid-Market,166,Canada,2023-06-28,Outbound - SDR,multi_year,land_and_expand,REP-010,EMP-0153,Active,,40483.70
CUST-01003,Sandhills Mechanical Contractors Group,Mid-Market,76,Mid-Atlantic,2023-06-04,Outbound - SDR,annual,land_and_expand,REP-026,EMP-0103,Active,,13237.45
CUST-01004,Oyelaran Sheet Metal & Sons,Mid-Market,416,West,2023-06-14,Outbound - SDR,annual,land_and_expand,REP-007,EMP-0131,Active,,45784.35
CUST-01005,Brightline Heating & Air Group,Mid-Market,140,Great Lakes,2023-06-09,Partner / Referral,annual,land_and_expand,REP-026,EMP-0172,Active,,40736.49
CUST-01006,Lomeli Plumbing Group,Mid-Market,50,South Central,2023-06-13,Partner / Referral,annual,expand_then_contract,REP-007,EMP-0182,Churned,2024-06-12,12455.28
CUST-01007,Summit Line Fire Protection & Sons,Mid-Market,102,Great Lakes,2023-06-27,Outbound - SDR,annual,fast_churn,REP-023,EMP-0148,Churned,2024-06-26,24754.97
CUST-01009,Bitterroot Security Systems,Mid-Market,105,Mid-Atlantic,2023-07-27,Partner / Referral,annual,steady,REP-026,EMP-0291,Active,,22927.92
CUST-01010,Teton Plumbing & Heating Holdings,Mid-Market,103,Midwest,2023-07-28,Trade Show / Event,annual,steady,REP-018,EMP-0172,Active,,24230.01
CUST-01011,Silverpoint Industrial Services Group,Mid-Market,137,Great Lakes,2023-07-17,Trade Show / Event,annual,steady,REP-023,EMP-0172,Churned,2025-07-16,20264.58
CUST-01012,Ozark Elevator Services,Mid-Market,223,West,2023-07-20,Outbound - SDR,annual,expand_then_contract,REP-026,EMP-0104,Churned,2024-07-19,47128.06
CUST-01013,Cumberland Pipefitting Inc.,Mid-Market,100,Midwest,2023-08-28,Partner / Referral,multi_year,land_and_expand,REP-026,EMP-0171,Active,,7295.99
CUST-01014,Great Lakes Building Services Inc.,Mid-Market,249,Canada,2023-08-27,Outbound - SDR,annual,steady,REP-026,EMP-0225,Active,,23527.58
CUST-01015,Front Range Mechanical Inc.,Mid-Market,103,Mid-Atlantic,2023-08-09,Trade Show / Event,annual,steady,REP-023,EMP-0289,Active,,21818.11
CUST-01016,Holloway Industrial Services,Mid-Market,120,West,2023-08-28,Trade Show / Event,annual,expand_then_contract,REP-018,EMP-0272,Churned,2025-08-27,21297.57
CUST-01017,Grimaldi Electrical Contractors LLC,Mid-Market,193,Mountain,2023-08-27,Trade Show / Event,annual,expand_then_contract,REP-023,EMP-0096,Churned,2025-08-26,15652.30
CUST-01018,Pinnacle Point HVAC Holdings,Mid-Market,204,West,2023-09-06,Outbound - SDR,annual,steady,REP-007,EMP-0141,Churned,2025-09-05,35451.59
CUST-01019,Jessup Plumbing LLC,Mid-Market,116,Great Lakes,2023-09-29,Outbound - SDR,annual,steady,REP-018,EMP-0033,Active,,25248.46
CUST-01020,Lowcountry Utility Services,Mid-Market,67,Mid-Atlantic,2023-09-29,Outbound - SDR,monthly,steady,REP-026,EMP-0284,Active,,16150.95
CUST-01021,Annapolis Valley Air Systems Partners,Mid-Market,243,West,2023-09-30,Partner / Referral,annual,fast_churn,REP-023,EMP-0070,Churned,2024-09-29,40394.93
CUST-01022,Grimaldi Pipefitting Partners,Mid-Market,250,Mid-Atlantic,2023-09-14,Outbound - SDR,annual,steady,REP-018,EMP-0225,Active,,57418.03
CUST-01023,Oyelaran Security Systems,Mid-Market,110,Mid-Atlantic,2023-09-30,Outbound - SDR,annual,steady,REP-007,EMP-0289,Active,,10904.98
CUST-01024,Vandermeer Refrigeration Co.,Mid-Market,68,Mountain,2023-10-01,Outbound - SDR,annual,expand_then_contract,REP-023,EMP-0272,Churned,2024-09-30,7462.00
CUST-01025,Halvorsen Mechanical Contractors Holdings,Mid-Market,137,Mid-Atlantic,2023-10-27,Partner / Referral,annual,land_and_expand,REP-018,EMP-0317,Churned,2024-10-26,13530.59
CUST-01026,Draeger Air Systems LLC,Mid-Market,83,Northeast,2023-10-13,Inbound - Paid,annual,fast_churn,REP-026,EMP-0154,Churned,2024-10-12,10611.06
CUST-01027,Front Range Pipefitting,Mid-Market,88,South Central,2023-10-30,Outbound - SDR,annual,fast_churn,REP-023,EMP-0139,Churned,2024-10-29,16696.46
CUST-01028,Stavros Facility Services Inc.,Mid-Market,128,Midwest,2023-10-02,Inbound - Paid,annual,steady,REP-023,EMP-0171,Active,,27305.57
CUST-01029,Wasatch Utility Services LLC,Mid-Market,90,Mountain,2023-10-19,Inbound - Paid,annual,land_and_expand,REP-007,EMP-0104,Active,,17632.09
CUST-01030,Cumberland Restoration Inc.,Mid-Market,217,South Central,2023-11-26,Inbound - Paid,annual,churn_and_return,REP-023,EMP-0291,Active,,38888.11
CUST-01031,Gallardo Fire Protection Co.,Mid-Market,279,Northeast,2023-11-21,Outbound - SDR,annual,steady,REP-023,EMP-0178,Active,,48478.97
CUST-01032,Mahoney Glass & Glazing Corp.,Mid-Market,190,West,2023-11-03,Outbound - SDR,annual,land_and_expand,REP-032,EMP-0033,Churned,2024-11-02,34699.57
CUST-01033,Ingersoll Boiler Works LLC,Mid-Market,140,Canada,2023-11-26,Inbound - Paid,annual,land_and_expand,REP-023,EMP-0199,Active,,19346.10
CUST-01034,Silverpoint Heating & Air LLC,Mid-Market,175,Southeast,2023-11-27,Partner / Referral,annual,fast_churn,REP-032,EMP-0238,Churned,2024-11-26,25820.39
CUST-01035,Palouse Electrical Contractors,Mid-Market,91,West,2023-11-15,Inbound - Paid,annual,land_and_expand,REP-026,EMP-0172,Active,,17287.35
CUST-01036,Kilbride Refrigeration Partners,Mid-Market,125,Great Lakes,2023-12-28,Outbound - SDR,annual,land_and_expand,REP-032,EMP-0139,Active,,22072.09
CUST-01037,Blackhawk Plumbing & Heating,Mid-Market,235,West,2023-12-01,Outbound - SDR,annual,land_and_expand,REP-032,EMP-0258,Active,,110885.03
CUST-01038,Saskatoon Facility Services LLC,Mid-Market,116,Southwest,2023-12-31,Inbound - Organic,annual,slow_decay,REP-023,EMP-0245,Churned,2024-12-30,16548.22
CUST-01039,Kettle Moraine Restoration Holdings,Mid-Market,413,Mountain,2023-12-20,Trade Show / Event,annual,steady,REP-023,EMP-0154,Churned,2024-12-19,65108.01
CUST-01040,Mohawk Valley Mechanical Systems,Mid-Market,313,Midwest,2023-12-22,Inbound - Paid,annual,fast_churn,REP-032,EMP-0042,Churned,2024-12-21,43489.78
CUST-01041,Fontaine Industrial Services Co.,Mid-Market,72,Mountain,2023-12-27,Partner / Referral,annual,slow_decay,REP-010,EMP-0272,Churned,2024-12-26,8284.64
CUST-01042,Zamora Electrical Contractors,Mid-Market,106,Northeast,2023-12-29,Partner / Referral,multi_year,steady,REP-007,EMP-0182,Active,,12693.85
CUST-01043,Boyington Mechanical Systems Partners,Mid-Market,262,Mid-Atlantic,2023-12-30,Outbound - SDR,annual,expand_then_contract,REP-007,EMP-0238,Active,,68583.08
CUST-01044,Pinnacle Point Boiler Works Partners,Mid-Market,319,Southwest,2023-12-29,Partner / Referral,annual,steady,REP-032,EMP-0154,Active,,57143.55
CUST-01045,Kowalczyk Landscape Services,Mid-Market,216,Southeast,2023-12-11,Inbound - Organic,annual,expand_then_contract,REP-026,EMP-0106,Churned,2024-12-10,29905.11
CUST-01046,Chesapeake Utility Services Services,Mid-Market,247,Mountain,2023-12-21,Outbound - SDR,annual,expand_then_contract,REP-023,EMP-0303,Active,,61276.54
CUST-01047,Lowcountry Plumbing & Heating LLC,Mid-Market,175,Southwest,2023-12-22,Partner / Referral,annual,land_and_expand,REP-026,EMP-0022,Active,,36198.23
CUST-01048,Tri-State Property Services Group,Mid-Market,170,Northeast,2023-12-22,Inbound - Organic,annual,slow_decay,REP-032,EMP-0312,Churned,2024-12-21,46362.72
CUST-01049,Yarborough Fire & Life Safety Services,Mid-Market,105,Canada,2023-12-28,Outbound - SDR,annual,expand_then_contract,REP-026,EMP-0103,Active,,14985.51
CUST-01050,Sandhills Sheet Metal Inc.,Mid-Market,87,Northeast,2023-12-28,Inbound - Organic,annual,land_and_expand,REP-026,EMP-0148,Active,,11818.37
CUST-01051,Cascade Landscape Services Co.,Enterprise,1250,Midwest,2023-01-30,Partner / Referral,annual,land_and_expand,REP-014,EMP-0042,Active,,111049.46
CUST-01052,Ozark Heating & Air Holdings,Enterprise,1434,South Central,2023-01-02,Outbound - SDR,annual,land_and_expand,REP-029,EMP-0104,Active,,200741.52
CUST-01053,Vandermeer Landscape Services Services,Enterprise,857,South Central,2023-02-07,Partner / Referral,multi_year,slow_decay,REP-029,EMP-0245,Active,,178109.86
CUST-01054,Marchetti Fire & Life Safety,Enterprise,653,Midwest,2023-02-23,Outbound - SDR,multi_year,expand_then_contract,REP-014,EMP-0219,Active,,60030.24
CUST-01055,Chesapeake Refrigeration,Enterprise,508,Mid-Atlantic,2023-03-27,Inbound - Paid,annual,land_and_expand,REP-012,EMP-0171,Active,,87778.39
CUST-01056,Saskatoon Plumbing Co.,Enterprise,737,Mountain,2023-03-01,Outbound - SDR,annual,steady,REP-029,EMP-0080,Active,,109921.03
CUST-01057,Harborview Fire & Life Safety Co.,Enterprise,1154,Mountain,2023-04-26,Outbound - SDR,multi_year,steady,REP-012,EMP-0245,Active,,144254.78
CUST-01058,Susquehanna Mechanical Contractors Holdings,Enterprise,3194,South Central,2023-05-26,Trade Show / Event,multi_year,fast_churn,REP-029,EMP-0322,Churned,2026-05-25,333557.61
CUST-01059,Oyelaran Security Systems LLC,Enterprise,1034,Canada,2023-06-27,Trade Show / Event,multi_year,land_and_expand,REP-029,EMP-0119,Active,,126257.48
CUST-01060,Castellano Sheet Metal Corp.,Enterprise,1353,Mid-Atlantic,2023-06-04,Trade Show / Event,annual,steady,REP-029,EMP-0032,Active,,175067.96
CUST-01061,Meridian Roofing Services,Enterprise,1231,Midwest,2023-07-12,Partner / Referral,annual,land_and_expand,REP-012,EMP-0148,Churned,2024-07-11,252192.60
CUST-01062,Sonoran Restoration,Enterprise,518,Mid-Atlantic,2023-08-28,Trade Show / Event,multi_year,land_and_expand,REP-014,EMP-0182,Active,,78405.07
CUST-01063,Blackhawk Heating & Air Partners,Enterprise,518,Canada,2023-09-28,Inbound - Paid,annual,steady,REP-029,EMP-0317,Churned,2024-09-27,71188.70
CUST-01064,Harborview Boiler Works Holdings,Enterprise,933,Northeast,2023-09-29,Partner / Referral,annual,steady,REP-014,EMP-0153,Active,,113842.27
CUST-01065,Ashworth Glass & Glazing,Enterprise,2214,Southwest,2023-10-22,Trade Show / Event,multi_year,land_and_expand,REP-029,EMP-0141,Active,,272771.54
CUST-01066,Bitterroot Heating & Air Services,Enterprise,609,South Central,2023-11-14,Trade Show / Event,multi_year,slow_decay,REP-029,EMP-0096,Active,,112458.28
CUST-01067,Sierra Nevada Utility Services Holdings,Enterprise,1561,Mountain,2023-12-26,Partner / Referral,multi_year,land_and_expand,REP-033,EMP-0032,Active,,191186.87
CUST-01068,Ashworth Fire Protection,Enterprise,659,Mountain,2023-12-18,Trade Show / Event,multi_year,land_and_expand,REP-014,EMP-0213,Active,,98366.58
CUST-01069,Wasatch Facility Services,Enterprise,927,Mid-Atlantic,2023-12-28,Partner / Referral,annual,steady,REP-033,EMP-0154,Active,,143153.71
CUST-01070,Sandhills Sheet Metal,Enterprise,621,Canada,2023-12-01,Trade Show / Event,annual,land_and_expand,REP-029,EMP-0104,Active,,103190.43
CUST-01071,Susquehanna Air Systems,SMB,29,South Central,2024-01-09,Outbound - SDR,monthly,steady,REP-028,EMP-0301,Active,,9243.44
CUST-01072,Granite Peak Controls LLC,SMB,21,Southeast,2024-01-31,Inbound - Organic,monthly,fast_churn,REP-028,EMP-0240,Churned,2024-05-31,14259.76
CUST-01073,Panhandle Sheet Metal Corp.,SMB,10,Great Lakes,2024-01-19,Outbound - SDR,monthly,fast_churn,REP-031,EMP-0104,Churned,2024-05-31,3069.17
CUST-01074,Hutchins Utility Services Services,SMB,16,Great Lakes,2024-01-26,Trade Show / Event,monthly,steady,REP-028,EMP-0104,Active,,4756.18
CUST-01075,Uphoff Facilities Group Inc.,SMB,14,Midwest,2024-01-31,Trade Show / Event,annual,steady,REP-005,EMP-0315,Churned,2025-01-30,8431.36
CUST-01076,Whitcomb Plumbing & Heating,SMB,20,Great Lakes,2024-01-10,Inbound - Organic,annual,steady,REP-030,EMP-0139,Active,,6616.85
CUST-01077,Northgate Facilities Group,SMB,39,Southwest,2024-01-27,Partner / Referral,monthly,expand_then_contract,REP-030,EMP-0199,Active,,11920.48
CUST-01078,Draeger Electric LLC,SMB,36,Great Lakes,2024-01-31,Outbound - SDR,monthly,fast_churn,REP-016,EMP-0081,Churned,2024-02-29,14239.73
CUST-01079,Cumberland Utility Services Inc.,SMB,29,West,2024-01-04,Partner / Referral,annual,expand_then_contract,REP-028,EMP-0263,Active,,12183.76
CUST-01080,Iverson Heating & Air,SMB,11,Southwest,2024-01-21,Inbound - Paid,annual,land_and_expand,REP-028,EMP-0104,Active,,5530.21
CUST-01081,Quintero Mechanical Systems Partners,SMB,11,Southeast,2024-01-30,Outbound - SDR,monthly,fast_churn,REP-031,EMP-0245,Churned,2024-02-29,4318.05
CUST-01082,Kearney Utility Services Corp.,SMB,16,West,2024-01-30,Inbound - Paid,monthly,steady,REP-031,EMP-0104,Active,,4559.78
CUST-01083,Draeger Air Systems Services,SMB,22,Midwest,2024-02-24,Inbound - Paid,monthly,land_and_expand,REP-030,EMP-0172,Active,,10907.82
CUST-01084,Danforth Electric Co.,SMB,34,Midwest,2024-02-24,Inbound - Organic,monthly,steady,REP-028,EMP-0042,Active,,12795.43
CUST-01085,Draeger Mechanical & Sons,SMB,12,Mid-Atlantic,2024-02-06,Inbound - Paid,monthly,steady,REP-028,EMP-0131,Churned,2025-02-28,3293.18
CUST-01086,Mahoney Boiler Works Inc.,SMB,25,Canada,2024-02-03,Inbound - Organic,annual,fast_churn,REP-028,EMP-0312,Churned,2025-02-02,8418.70
CUST-01087,Hutchins Landscape Services,SMB,7,Mid-Atlantic,2024-02-25,Inbound - Organic,annual,steady,REP-028,EMP-0153,Churned,2026-02-24,2858.78
CUST-01088,Northgate Plumbing & Heating,SMB,11,South Central,2024-02-22,Inbound - Paid,annual,fast_churn,REP-031,EMP-0284,Churned,2025-02-21,6039.82
CUST-01089,Yarborough Elevator Services Co.,SMB,7,Southeast,2024-02-15,Inbound - Organic,monthly,expand_then_contract,REP-030,EMP-0272,Churned,2025-10-31,2711.32
CUST-01090,Castellano Mechanical Holdings,SMB,29,Mountain,2024-02-25,Inbound - Paid,monthly,expand_then_contract,REP-028,EMP-0141,Churned,2026-06-30,6999.12
CUST-01091,Wabash Roofing Group,SMB,18,Canada,2024-02-20,Inbound - Paid,monthly,steady,REP-030,EMP-0104,Active,,7360.30
CUST-01092,Chaudhry Utility Services Inc.,SMB,11,Mountain,2024-02-27,Trade Show / Event,monthly,fast_churn,REP-030,EMP-0104,Churned,2024-10-31,3246.43
CUST-01093,Draeger Utility Services Services,SMB,18,Canada,2024-02-24,Inbound - Paid,monthly,steady,REP-030,EMP-0219,Churned,2024-06-30,8359.57
CUST-01094,Copperfield Mechanical Co.,SMB,5,Mountain,2024-03-28,Inbound - Organic,monthly,expand_then_contract,REP-031,EMP-0225,Churned,2025-10-31,1301.68
CUST-01095,Ozark Glass & Glazing Partners,SMB,11,Midwest,2024-03-29,Partner / Referral,monthly,fast_churn,REP-005,EMP-0103,Churned,2024-04-30,4748.22
CUST-01096,Clearwater Plumbing & Heating Co.,SMB,24,West,2024-03-25,Inbound - Organic,annual,fast_churn,REP-030,EMP-0080,Churned,2025-03-24,10018.88
CUST-01097,Brightline Security Systems Co.,SMB,11,Canada,2024-03-27,Partner / Referral,monthly,fast_churn,REP-030,EMP-0104,Churned,2025-01-31,4412.87
CUST-01098,Pemberton Elevator Services Services,SMB,35,Mountain,2024-03-27,Inbound - Organic,monthly,fast_churn,REP-005,EMP-0225,Churned,2024-05-31,10172.00
CUST-01099,Adirondack Heating & Air Partners,SMB,21,Southeast,2024-03-17,Inbound - Organic,monthly,fast_churn,REP-031,EMP-0119,Churned,2024-10-31,7007.41
CUST-01100,Harborview Plumbing LLC,SMB,36,West,2024-03-29,Inbound - Organic,monthly,land_and_expand,REP-030,EMP-0096,Active,,10729.80
CUST-01101,Okanagan Mechanical LLC,SMB,5,Northeast,2024-03-28,Inbound - Organic,annual,fast_churn,REP-034,EMP-0178,Churned,2026-03-27,2887.50
CUST-01102,Ferreira Pipefitting LLC,SMB,47,South Central,2024-03-30,Inbound - Paid,monthly,slow_decay,REP-030,EMP-0033,Churned,2024-04-30,18682.40
CUST-01103,Teton Air Systems Inc.,SMB,43,Northeast,2024-03-26,Inbound - Paid,monthly,land_and_expand,REP-028,EMP-0199,Active,,18984.93
CUST-01104,Ingersoll Building Services Group,SMB,14,Mountain,2024-03-04,Partner / Referral,monthly,fast_churn,REP-030,EMP-0081,Churned,2024-09-30,6889.96
CUST-01105,Danforth Energy Services Holdings,SMB,8,South Central,2024-03-31,Partner / Referral,monthly,slow_decay,REP-031,EMP-0238,Active,,3932.80
CUST-01106,Granite Peak Fire & Life Safety,SMB,15,Midwest,2024-03-27,Trade Show / Event,annual,steady,REP-031,EMP-0022,Active,,5534.68
CUST-01107,Northgate Utility Services,SMB,16,South Central,2024-03-03,Inbound - Organic,monthly,steady,REP-030,EMP-0322,Churned,2026-02-28,8282.47
CUST-01108,Granite Peak Refrigeration LLC,SMB,10,Mountain,2024-03-27,Inbound - Organic,monthly,slow_decay,REP-030,EMP-0245,Churned,2024-07-31,2599.66
CUST-01109,Kowalczyk Energy Services Inc.,SMB,13,South Central,2024-03-26,Inbound - Organic,monthly,steady,REP-030,EMP-0104,Active,,2720.96
CUST-01110,Chesapeake Facility Services Inc.,SMB,19,West,2024-03-18,Inbound - Organic,monthly,slow_decay,REP-030,EMP-0272,Churned,2025-11-30,10224.66
CUST-01111,Gulf Coast Energy Services,SMB,23,Northeast,2024-03-19,Outbound - SDR,monthly,land_and_expand,REP-030,EMP-0284,Active,,5258.55
CUST-01112,Lindqvist Restoration,SMB,6,South Central,2024-04-17,Inbound - Paid,annual,fast_churn,REP-030,EMP-0080,Churned,2025-04-16,3746.36
CUST-01113,Danforth Glass & Glazing,SMB,14,Mountain,2024-04-02,Outbound - SDR,monthly,land_and_expand,REP-030,EMP-0312,Active,,5426.92
CUST-01114,Lomeli Elevator Services Partners,SMB,13,Mid-Atlantic,2024-04-30,Outbound - SDR,monthly,steady,REP-005,EMP-0070,Active,,3794.61
CUST-01115,Sonoran Refrigeration,SMB,10,Southeast,2024-04-26,Partner / Referral,monthly,fast_churn,REP-030,EMP-0154,Churned,2024-06-30,3241.23
CUST-01116,Redstone Utility Services,SMB,12,Great Lakes,2024-04-30,Inbound - Paid,monthly,steady,REP-034,EMP-0139,Active,,4807.64
CUST-01117,Kearney Plumbing,SMB,9,Mountain,2024-04-07,Inbound - Paid,monthly,slow_decay,REP-005,EMP-0096,Churned,2024-12-31,3115.31
