version,month_end_date,cost_center,department,account_code,account_name,account_category,budget_amount
FY2026-Board-Approved,2026-06-30,CC-9000,Corporate,9100,New Logos Added,Memo - Statistical,24.00
FY2026-Board-Approved,2026-06-30,CC-9000,Corporate,9200,Ending Headcount,Memo - Statistical,206.40
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,75888.48
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,15557.14
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,5604.61
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,7697.87
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,3974.02
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4896.97
FY2026-Board-Approved,2026-07-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,464.89
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,95607.47
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,19599.54
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,10699.71
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,14695.92
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4415.44
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,5759.64
FY2026-Board-Approved,2026-07-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,563.07
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,73074.09
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,14980.19
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,9171.18
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,12596.50
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2902.41
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4276.10
FY2026-Board-Approved,2026-07-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,351.96
FY2026-Board-Approved,2026-07-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,45677.00
FY2026-Board-Approved,2026-07-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,9363.78
FY2026-Board-Approved,2026-07-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2086.73
FY2026-Board-Approved,2026-07-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,2879.34
FY2026-Board-Approved,2026-07-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,264.36
FY2026-Board-Approved,2026-07-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,57025.66
FY2026-Board-Approved,2026-07-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,11690.27
FY2026-Board-Approved,2026-07-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2543.95
FY2026-Board-Approved,2026-07-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,3705.29
FY2026-Board-Approved,2026-07-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,40494.50
FY2026-Board-Approved,2026-07-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,8301.37
FY2026-Board-Approved,2026-07-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1798.21
FY2026-Board-Approved,2026-07-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2263.54
FY2026-Board-Approved,2026-07-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,30493.84
FY2026-Board-Approved,2026-07-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,6251.24
FY2026-Board-Approved,2026-07-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,1277.80
FY2026-Board-Approved,2026-07-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1877.20
FY2026-Board-Approved,2026-07-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,152.37
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,91864.05
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,8915.90
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,20659.89
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,17310.32
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,183574.18
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,70630.03
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3215.13
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2887.34
FY2026-Board-Approved,2026-07-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,471.71
FY2026-Board-Approved,2026-07-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,74230.82
FY2026-Board-Approved,2026-07-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,6867.86
FY2026-Board-Approved,2026-07-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,16625.23
FY2026-Board-Approved,2026-07-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,46645.85
FY2026-Board-Approved,2026-07-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,2897.40
FY2026-Board-Approved,2026-07-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2570.35
FY2026-Board-Approved,2026-07-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,215415.10
FY2026-Board-Approved,2026-07-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,21248.60
FY2026-Board-Approved,2026-07-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,48516.06
FY2026-Board-Approved,2026-07-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,4277.11
FY2026-Board-Approved,2026-07-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,3441.75
FY2026-Board-Approved,2026-07-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1356.95
FY2026-Board-Approved,2026-07-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,69084.75
FY2026-Board-Approved,2026-07-31,CC-2000,Support,6010,Bonus,Subscription COGS,7020.14
FY2026-Board-Approved,2026-07-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,15601.50
FY2026-Board-Approved,2026-07-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,1304.30
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,164622.72
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,945.94
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,13841.75
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,59794.51
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,5801.75
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,13447.24
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,17021.75
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,947.90
FY2026-Board-Approved,2026-07-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,137.05
FY2026-Board-Approved,2026-07-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,4466.51
FY2026-Board-Approved,2026-07-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,46241.70
FY2026-Board-Approved,2026-07-31,CC-2100,Professional Services,6010,Bonus,Services COGS,4085.16
FY2026-Board-Approved,2026-07-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,10317.01
FY2026-Board-Approved,2026-07-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1058.39
FY2026-Board-Approved,2026-07-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2228.86
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,371800.76
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6010,Bonus,Research & Development,35580.60
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,83513.18
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,27876.77
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,13478.32
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2649.31
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1786.10
FY2026-Board-Approved,2026-07-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1196.39
FY2026-Board-Approved,2026-07-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,51160.06
FY2026-Board-Approved,2026-07-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,4092.81
FY2026-Board-Approved,2026-07-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,11326.83
FY2026-Board-Approved,2026-07-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,9617.84
FY2026-Board-Approved,2026-07-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,2011.62
FY2026-Board-Approved,2026-07-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,148999.01
FY2026-Board-Approved,2026-07-31,CC-3100,Product & Design,6010,Bonus,Research & Development,13171.73
FY2026-Board-Approved,2026-07-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,33245.00
FY2026-Board-Approved,2026-07-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,12884.00
FY2026-Board-Approved,2026-07-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4583.50
FY2026-Board-Approved,2026-07-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1389.09
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,54183.94
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4900.87
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,12112.38
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1259.01
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,745.95
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,42733.43
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,25983.03
FY2026-Board-Approved,2026-07-31,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,159.27
FY2026-Board-Approved,2026-07-31,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,64211.93
FY2026-Board-Approved,2026-07-31,CC-4010,People Operations,6010,Bonus,General & Administrative,6856.28
FY2026-Board-Approved,2026-07-31,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,14568.98
FY2026-Board-Approved,2026-07-31,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,1152.15
FY2026-Board-Approved,2026-07-31,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,47532.66
FY2026-Board-Approved,2026-07-31,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,216.78
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,18999.44
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,1519.96
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,4206.48
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,635.68
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,367.50
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,22737.69
FY2026-Board-Approved,2026-07-31,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,21900.38
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,55987.34
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,6231.48
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,12754.86
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,7305.06
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,941.11
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,45003.16
FY2026-Board-Approved,2026-07-31,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,124.49
FY2026-Board-Approved,2026-07-31,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2690026.08
FY2026-Board-Approved,2026-07-31,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-57702.30
FY2026-Board-Approved,2026-07-31,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-10312.82
FY2026-Board-Approved,2026-07-31,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-55774.87
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9000,Ending ARR,Memo - ARR,33754365.48
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9010,New Logo ARR,Memo - ARR,330000.00
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9020,Expansion ARR,Memo - ARR,269500.00
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9030,Reactivation ARR,Memo - ARR,11000.00
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9040,Contraction ARR,Memo - ARR,-46750.00
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9050,Churn ARR,Memo - ARR,-156750.00
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9100,New Logos Added,Memo - Statistical,15.00
FY2026-Board-Approved,2026-07-31,CC-9000,Corporate,9200,Ending Headcount,Memo - Statistical,207.60
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,76582.93
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,15699.50
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,5765.92
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,8021.34
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,3725.11
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4906.51
FY2026-Board-Approved,2026-08-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,540.15
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,107714.28
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,22081.43
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,11007.67
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,15313.46
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4597.27
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,6193.28
FY2026-Board-Approved,2026-08-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,559.25
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,74965.25
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,15367.88
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,9435.15
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,13125.83
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,3002.50
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4265.25
FY2026-Board-Approved,2026-08-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,395.16
FY2026-Board-Approved,2026-08-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,46094.99
FY2026-Board-Approved,2026-08-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,9449.47
FY2026-Board-Approved,2026-08-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2331.61
FY2026-Board-Approved,2026-08-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3369.48
FY2026-Board-Approved,2026-08-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,256.75
FY2026-Board-Approved,2026-08-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,44854.15
FY2026-Board-Approved,2026-08-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,9195.10
FY2026-Board-Approved,2026-08-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2212.46
FY2026-Board-Approved,2026-08-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,3091.43
FY2026-Board-Approved,2026-08-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,40865.07
FY2026-Board-Approved,2026-08-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,8377.34
FY2026-Board-Approved,2026-08-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1666.64
FY2026-Board-Approved,2026-08-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2374.23
FY2026-Board-Approved,2026-08-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,30772.88
FY2026-Board-Approved,2026-08-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,6308.44
FY2026-Board-Approved,2026-08-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,1278.04
FY2026-Board-Approved,2026-08-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1720.24
FY2026-Board-Approved,2026-08-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,159.44
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,92704.69
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,8997.48
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,20848.95
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,16276.18
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,168871.86
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,74616.18
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3737.82
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2631.35
FY2026-Board-Approved,2026-08-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,444.18
FY2026-Board-Approved,2026-08-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,84266.97
FY2026-Board-Approved,2026-08-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,7679.25
FY2026-Board-Approved,2026-08-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,18848.98
FY2026-Board-Approved,2026-08-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,44461.54
FY2026-Board-Approved,2026-08-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,3664.75
FY2026-Board-Approved,2026-08-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2484.48
FY2026-Board-Approved,2026-08-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,210649.03
FY2026-Board-Approved,2026-08-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,20904.05
FY2026-Board-Approved,2026-08-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,47468.39
FY2026-Board-Approved,2026-08-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,3917.51
FY2026-Board-Approved,2026-08-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,2925.51
FY2026-Board-Approved,2026-08-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1558.65
FY2026-Board-Approved,2026-08-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,76206.09
FY2026-Board-Approved,2026-08-31,CC-2000,Support,6010,Bonus,Subscription COGS,7603.52
FY2026-Board-Approved,2026-08-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,17180.96
FY2026-Board-Approved,2026-08-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,1242.52
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,159029.45
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,970.71
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,9305.04
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,60341.69
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,5854.84
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,13570.29
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,18960.88
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,1013.24
FY2026-Board-Approved,2026-08-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,146.60
FY2026-Board-Approved,2026-08-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,4388.49
FY2026-Board-Approved,2026-08-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,46664.85
FY2026-Board-Approved,2026-08-31,CC-2100,Professional Services,6010,Bonus,Services COGS,4122.54
FY2026-Board-Approved,2026-08-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,10411.42
FY2026-Board-Approved,2026-08-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1093.34
FY2026-Board-Approved,2026-08-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2320.31
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,385920.28
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6010,Bonus,Research & Development,36763.58
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,86650.19
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,29205.12
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,12613.29
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2835.90
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,2020.11
FY2026-Board-Approved,2026-08-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1087.01
FY2026-Board-Approved,2026-08-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,51628.22
FY2026-Board-Approved,2026-08-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,4130.26
FY2026-Board-Approved,2026-08-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,11430.48
FY2026-Board-Approved,2026-08-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,9205.91
FY2026-Board-Approved,2026-08-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1985.66
FY2026-Board-Approved,2026-08-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,161226.75
FY2026-Board-Approved,2026-08-31,CC-3100,Product & Design,6010,Bonus,Research & Development,14595.98
FY2026-Board-Approved,2026-08-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,36043.66
FY2026-Board-Approved,2026-08-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,12048.89
FY2026-Board-Approved,2026-08-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,5301.79
FY2026-Board-Approved,2026-08-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1373.19
FY2026-Board-Approved,2026-08-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,54679.78
FY2026-Board-Approved,2026-08-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4945.72
FY2026-Board-Approved,2026-08-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,12223.22
