version,month_end_date,cost_center,department,account_code,account_name,account_category,forecast_amount
FY2026-Q2-Reforecast,2027-04-30,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,17972.17
FY2026-Q2-Reforecast,2027-04-30,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,1186.55
FY2026-Q2-Reforecast,2027-04-30,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,176.63
FY2026-Q2-Reforecast,2027-04-30,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,3796.36
FY2026-Q2-Reforecast,2027-04-30,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,40402.27
FY2026-Q2-Reforecast,2027-04-30,CC-2100,Professional Services,6010,Bonus,Services COGS,3648.49
FY2026-Q2-Reforecast,2027-04-30,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,9030.41
FY2026-Q2-Reforecast,2027-04-30,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1012.86
FY2026-Q2-Reforecast,2027-04-30,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2080.20
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,397339.76
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6010,Bonus,Research & Development,38084.97
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,89262.07
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,29486.44
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,13354.45
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2532.24
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1815.02
FY2026-Q2-Reforecast,2027-04-30,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1296.39
FY2026-Q2-Reforecast,2027-04-30,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,55203.00
FY2026-Q2-Reforecast,2027-04-30,CC-3010,Quality & Release,6010,Bonus,Research & Development,4416.24
FY2026-Q2-Reforecast,2027-04-30,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,12221.94
FY2026-Q2-Reforecast,2027-04-30,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,9052.69
FY2026-Q2-Reforecast,2027-04-30,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1864.44
FY2026-Q2-Reforecast,2027-04-30,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,160773.71
FY2026-Q2-Reforecast,2027-04-30,CC-3100,Product & Design,6010,Bonus,Research & Development,14212.63
FY2026-Q2-Reforecast,2027-04-30,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,35872.20
FY2026-Q2-Reforecast,2027-04-30,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,11555.59
FY2026-Q2-Reforecast,2027-04-30,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,5166.05
FY2026-Q2-Reforecast,2027-04-30,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1371.79
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,58465.85
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,5288.17
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,13069.57
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1286.06
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,766.05
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,96494.87
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,25896.29
FY2026-Q2-Reforecast,2027-04-30,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,171.57
FY2026-Q2-Reforecast,2027-04-30,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,69286.30
FY2026-Q2-Reforecast,2027-04-30,CC-4010,People Operations,6010,Bonus,General & Administrative,7398.10
FY2026-Q2-Reforecast,2027-04-30,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,15720.30
FY2026-Q2-Reforecast,2027-04-30,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,1143.79
FY2026-Q2-Reforecast,2027-04-30,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,73831.30
FY2026-Q2-Reforecast,2027-04-30,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,221.05
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,13326.56
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,1066.12
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2950.50
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,437.87
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,251.10
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,52223.18
FY2026-Q2-Reforecast,2027-04-30,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,23302.56
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,60411.76
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,6723.92
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,13762.82
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,7416.89
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,903.13
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,47761.09
FY2026-Q2-Reforecast,2027-04-30,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,110.67
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2966506.61
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-63632.93
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-15377.45
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-60642.99
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9000,Ending ARR,Memo - ARR,37000663.73
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9010,New Logo ARR,Memo - ARR,305295.88
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9020,Expansion ARR,Memo - ARR,351452.20
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9030,Reactivation ARR,Memo - ARR,12298.52
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9040,Contraction ARR,Memo - ARR,-59103.83
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9050,Churn ARR,Memo - ARR,-249196.30
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9100,New Logos Added,Memo - Statistical,15.00
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9200,Ending Headcount,Memo - Statistical,218.30
FY2026-Q2-Reforecast,2027-04-30,CC-9000,Corporate,9300,Ending Cash,Memo - Statistical,18007863.23
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,82083.06
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,16827.03
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,3992.28
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,4242.22
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,4525.85
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,5644.79
FY2026-Q2-Reforecast,2027-05-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,464.89
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,103411.66
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,21199.40
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,7621.63
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,8098.79
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4556.14
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,6019.51
FY2026-Q2-Reforecast,2027-05-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,526.44
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,79038.94
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,16202.98
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,6532.82
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,6941.81
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,3169.25
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4631.93
FY2026-Q2-Reforecast,2027-05-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,414.81
FY2026-Q2-Reforecast,2027-05-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,49405.50
FY2026-Q2-Reforecast,2027-05-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,10128.12
FY2026-Q2-Reforecast,2027-05-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2102.29
FY2026-Q2-Reforecast,2027-05-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3115.95
FY2026-Q2-Reforecast,2027-05-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,258.81
FY2026-Q2-Reforecast,2027-05-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,71246.37
FY2026-Q2-Reforecast,2027-05-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,14605.51
FY2026-Q2-Reforecast,2027-05-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2701.26
FY2026-Q2-Reforecast,2027-05-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,3660.10
FY2026-Q2-Reforecast,2027-05-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,43799.97
FY2026-Q2-Reforecast,2027-05-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,8978.99
FY2026-Q2-Reforecast,2027-05-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1661.05
FY2026-Q2-Reforecast,2027-05-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2531.21
FY2026-Q2-Reforecast,2027-05-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,19348.44
FY2026-Q2-Reforecast,2027-05-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3966.43
FY2026-Q2-Reforecast,2027-05-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,859.51
FY2026-Q2-Reforecast,2027-05-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1285.84
FY2026-Q2-Reforecast,2027-05-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,106.78
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,108672.39
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,10388.45
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,24407.47
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,18979.55
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,206449.98
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,89681.47
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3561.86
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,3430.79
FY2026-Q2-Reforecast,2027-05-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,548.41
FY2026-Q2-Reforecast,2027-05-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,80290.09
FY2026-Q2-Reforecast,2027-05-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,7428.46
FY2026-Q2-Reforecast,2027-05-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,17982.30
FY2026-Q2-Reforecast,2027-05-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,51439.78
FY2026-Q2-Reforecast,2027-05-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,3170.75
FY2026-Q2-Reforecast,2027-05-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2823.97
FY2026-Q2-Reforecast,2027-05-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,215108.47
FY2026-Q2-Reforecast,2027-05-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,20569.82
FY2026-Q2-Reforecast,2027-05-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,48314.05
FY2026-Q2-Reforecast,2027-05-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,3641.70
FY2026-Q2-Reforecast,2027-05-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,3050.97
FY2026-Q2-Reforecast,2027-05-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1269.17
FY2026-Q2-Reforecast,2027-05-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,74723.96
FY2026-Q2-Reforecast,2027-05-31,CC-2000,Support,6010,Bonus,Subscription COGS,7593.18
FY2026-Q2-Reforecast,2027-05-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,16875.01
FY2026-Q2-Reforecast,2027-05-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,1127.63
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,156373.08
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,931.91
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,13108.17
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,77117.89
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,7768.44
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,17401.70
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,19248.19
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,1074.70
FY2026-Q2-Reforecast,2027-05-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,170.14
FY2026-Q2-Reforecast,2027-05-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,4765.41
FY2026-Q2-Reforecast,2027-05-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,47977.02
FY2026-Q2-Reforecast,2027-05-31,CC-2100,Professional Services,6010,Bonus,Services COGS,4255.48
FY2026-Q2-Reforecast,2027-05-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,10707.66
FY2026-Q2-Reforecast,2027-05-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1149.27
FY2026-Q2-Reforecast,2027-05-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2396.55
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,410464.60
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6010,Bonus,Research & Development,39150.14
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,92171.02
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,29630.89
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,12576.46
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2508.41
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,2006.44
FY2026-Q2-Reforecast,2027-05-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1235.34
FY2026-Q2-Reforecast,2027-05-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,55336.12
FY2026-Q2-Reforecast,2027-05-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,4426.89
FY2026-Q2-Reforecast,2027-05-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,12251.41
FY2026-Q2-Reforecast,2027-05-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,10318.32
FY2026-Q2-Reforecast,2027-05-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1866.62
FY2026-Q2-Reforecast,2027-05-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,161161.42
FY2026-Q2-Reforecast,2027-05-31,CC-3100,Product & Design,6010,Bonus,Research & Development,14246.91
FY2026-Q2-Reforecast,2027-05-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,35958.71
FY2026-Q2-Reforecast,2027-05-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,12622.79
FY2026-Q2-Reforecast,2027-05-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,5111.05
FY2026-Q2-Reforecast,2027-05-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1306.27
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,58606.84
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,5300.92
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,13101.08
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1380.27
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,743.97
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,38910.92
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,26092.88
FY2026-Q2-Reforecast,2027-05-31,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,185.11
FY2026-Q2-Reforecast,2027-05-31,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,69453.39
FY2026-Q2-Reforecast,2027-05-31,CC-4010,People Operations,6010,Bonus,General & Administrative,7415.94
FY2026-Q2-Reforecast,2027-05-31,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,15758.21
FY2026-Q2-Reforecast,2027-05-31,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,1099.01
FY2026-Q2-Reforecast,2027-05-31,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,59521.96
FY2026-Q2-Reforecast,2027-05-31,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,240.52
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,13358.69
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,1068.70
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2957.61
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,441.53
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,251.83
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,24518.82
FY2026-Q2-Reforecast,2027-05-31,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,23534.91
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,60557.44
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,6740.14
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,13796.01
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,7263.01
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,924.97
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,44722.61
FY2026-Q2-Reforecast,2027-05-31,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,124.19
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-3005393.58
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-64467.07
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-13427.72
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-57265.56
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9000,Ending ARR,Memo - ARR,37456918.21
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9010,New Logo ARR,Memo - ARR,328780.18
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9020,Expansion ARR,Memo - ARR,378486.99
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9030,Reactivation ARR,Memo - ARR,13244.55
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9040,Contraction ARR,Memo - ARR,-50660.42
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9050,Churn ARR,Memo - ARR,-213596.82
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9100,New Logos Added,Memo - Statistical,15.00
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9200,Ending Headcount,Memo - Statistical,218.20
FY2026-Q2-Reforecast,2027-05-31,CC-9000,Corporate,9300,Ending Cash,Memo - Statistical,17729072.21
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,82243.26
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,16859.87
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,6685.83
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,4541.68
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,4008.47
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,5642.59
FY2026-Q2-Reforecast,2027-06-30,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,496.97
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,103613.49
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,21240.77
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,12763.87
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,8670.49
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4474.86
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,6539.43
FY2026-Q2-Reforecast,2027-06-30,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,575.83
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,79193.20
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,16234.61
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,10940.46
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,7431.84
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,3101.71
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4764.79
FY2026-Q2-Reforecast,2027-06-30,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,366.91
FY2026-Q2-Reforecast,2027-06-30,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,49501.92
