month_end_date,cost_center,department,account_code,account_name,account_category,actual_amount
2025-05-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,13705.96
2025-05-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,6754.95
2025-05-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,5629.44
2025-05-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2564.70
2025-05-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3748.37
2025-05-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,335.68
2025-05-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,41791.67
2025-05-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,8567.29
2025-05-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,1701.27
2025-05-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,2521.56
2025-05-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,209.44
2025-05-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,60266.67
2025-05-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,12354.67
2025-05-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2185.98
2025-05-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,2961.92
2025-05-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,37050.00
2025-05-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,7595.25
2025-05-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1344.19
2025-05-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2048.36
2025-05-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,16366.67
2025-05-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3355.17
2025-05-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,695.55
2025-05-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1040.56
2025-05-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,86.41
2025-05-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,91925.00
2025-05-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,8787.50
2025-05-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,20646.06
2025-05-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,15359.09
2025-05-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,188558.62
2025-05-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,81909.50
2025-05-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,2882.42
2025-05-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2776.34
2025-05-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,443.80
2025-05-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,67916.67
2025-05-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,6283.67
2025-05-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,15211.07
2025-05-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,46981.91
2025-05-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,2565.91
2025-05-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2285.28
2025-05-31,CC-1200,Customer Success,6000,Salaries & Wages,Sales & Marketing,72783.33
2025-05-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,109175.00
2025-05-31,CC-1200,Customer Success,6010,Bonus,Sales & Marketing,6959.93
2025-05-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,10439.90
2025-05-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Sales & Marketing,16347.37
2025-05-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,24521.05
2025-05-31,CC-1200,Customer Success,6200,Software & Subscriptions,Sales & Marketing,1189.11
2025-05-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,1783.67
2025-05-31,CC-1200,Customer Success,6300,Travel & Entertainment,Sales & Marketing,996.23
2025-05-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,1494.34
2025-05-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1022.30
2025-05-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,63208.33
2025-05-31,CC-2000,Support,6010,Bonus,Subscription COGS,6423.00
2025-05-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,14274.42
2025-05-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,920.50
2025-05-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,126077.55
2025-05-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,750.64
2025-05-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,10693.83
2025-05-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,65233.33
2025-05-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,6571.25
2025-05-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,14719.94
2025-05-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,15712.66
2025-05-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,877.30
2025-05-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,138.89
2025-05-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,3855.97
2025-05-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,40583.33
2025-05-31,CC-2100,Professional Services,6010,Bonus,Services COGS,3599.67
2025-05-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,9057.51
2025-05-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,929.94
2025-05-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,1939.19
2025-05-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,347208.33
2025-05-31,CC-3000,Engineering,6010,Bonus,Research & Development,33116.75
2025-05-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,77966.64
2025-05-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,23976.09
2025-05-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,10176.35
2025-05-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2029.70
2025-05-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1623.53
2025-05-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,999.59
2025-05-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,46808.33
2025-05-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,3744.67
2025-05-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,10363.36
2025-05-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,8349.16
2025-05-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1510.39
2025-05-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,136325.00
2025-05-31,CC-3100,Product & Design,6010,Bonus,Research & Development,12051.33
2025-05-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,30417.15
2025-05-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,10213.84
2025-05-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4135.65
2025-05-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1056.98
2025-05-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,49575.00
2025-05-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4484.00
2025-05-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,11082.09
2025-05-31,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1116.86
2025-05-31,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,601.99
2025-05-31,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,31485.11
2025-05-31,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,21113.28
2025-05-31,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,149.78
2025-05-31,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,58750.00
2025-05-31,CC-4010,People Operations,6010,Bonus,General & Administrative,6273.08
2025-05-31,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,13329.73
2025-05-31,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,889.27
2025-05-31,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,48162.71
2025-05-31,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,194.62
2025-05-31,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,11300.00
2025-05-31,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,904.00
2025-05-31,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2501.82
2025-05-31,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,357.27
2025-05-31,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,203.77
2025-05-31,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,19839.62
2025-05-31,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,19043.48
2025-05-31,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,51225.00
2025-05-31,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,5701.42
2025-05-31,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,11669.92
2025-05-31,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,5876.93
2025-05-31,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,748.45
2025-05-31,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,36187.69
2025-05-31,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,100.49
2025-05-31,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2129792.97
2025-05-31,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-45685.04
2025-05-31,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-11934.17
2025-05-31,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-51208.08
2025-06-30,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,69433.33
2025-06-30,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,14233.83
2025-06-30,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,4483.59
2025-06-30,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,3619.43
2025-06-30,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,3219.38
2025-06-30,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4531.83
2025-06-30,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,399.14
2025-06-30,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,87475.00
2025-06-30,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,17932.38
2025-06-30,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,8559.58
2025-06-30,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,6909.83
2025-06-30,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,3593.97
2025-06-30,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,5252.13
2025-06-30,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,462.48
2025-06-30,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,66858.33
2025-06-30,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,13705.96
2025-06-30,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,7336.78
2025-06-30,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,5922.71
2025-06-30,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2491.13
2025-06-30,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3826.82
2025-06-30,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,294.68
2025-06-30,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,41791.67
2025-06-30,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,8567.29
2025-06-30,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,1972.47
2025-06-30,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,2627.43
2025-06-30,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,239.63
2025-06-30,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,46516.67
2025-06-30,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,9535.92
2025-06-30,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1636.53
2025-06-30,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,2787.40
2025-06-30,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,37050.00
2025-06-30,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,7595.25
2025-06-30,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1399.86
2025-06-30,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,1915.74
2025-06-30,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,16366.67
2025-06-30,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3355.17
2025-06-30,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,680.00
2025-06-30,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,964.78
2025-06-30,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,90.78
2025-06-30,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,84050.00
2025-06-30,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,8157.50
2025-06-30,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,18902.54
2025-06-30,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,15733.48
2025-06-30,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,201803.01
2025-06-30,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,72939.10
2025-06-30,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,2527.29
2025-06-30,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2581.13
2025-06-30,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,403.65
2025-06-30,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,67916.67
2025-06-30,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,6283.67
2025-06-30,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,15211.07
2025-06-30,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,53821.23
2025-06-30,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,2513.89
2025-06-30,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2078.56
2025-06-30,CC-1200,Customer Success,6000,Salaries & Wages,Sales & Marketing,76843.33
2025-06-30,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,115265.00
2025-06-30,CC-1200,Customer Success,6010,Bonus,Sales & Marketing,7447.13
2025-06-30,CC-1200,Customer Success,6010,Bonus,Subscription COGS,11170.70
2025-06-30,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Sales & Marketing,17279.55
2025-06-30,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,25919.32
2025-06-30,CC-1200,Customer Success,6200,Software & Subscriptions,Sales & Marketing,1274.19
2025-06-30,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,1911.28
2025-06-30,CC-1200,Customer Success,6300,Travel & Entertainment,Sales & Marketing,1135.00
2025-06-30,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,1702.49
2025-06-30,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1056.02
2025-06-30,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,63208.33
2025-06-30,CC-2000,Support,6010,Bonus,Subscription COGS,6423.00
2025-06-30,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,14274.42
2025-06-30,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,874.28
2025-06-30,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,140564.59
2025-06-30,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,756.91
2025-06-30,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,15253.11
2025-06-30,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,54708.33
2025-06-30,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,5308.25
2025-06-30,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,12303.40
2025-06-30,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,15011.09
2025-06-30,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,769.60
2025-06-30,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,135.40
2025-06-30,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,3379.54
2025-06-30,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,40050.00
2025-06-30,CC-2100,Professional Services,6010,Bonus,Services COGS,3557.00
2025-06-30,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,8939.43
2025-06-30,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1032.08
2025-06-30,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2003.54
2025-06-30,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,340175.00
2025-06-30,CC-3000,Engineering,6010,Bonus,Research & Development,32554.08
2025-06-30,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,76409.46
2025-06-30,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,22902.52
2025-06-30,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,9738.35
2025-06-30,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2123.06
2025-06-30,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1553.93
2025-06-30,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,962.26
2025-06-30,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,46808.33
2025-06-30,CC-3010,Quality & Release,6010,Bonus,Research & Development,3744.67
2025-06-30,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,10363.36
2025-06-30,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,8152.99
2025-06-30,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1674.46
2025-06-30,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,136325.00
2025-06-30,CC-3100,Product & Design,6010,Bonus,Research & Development,12051.33
2025-06-30,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,30417.15
2025-06-30,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,9949.49
2025-06-30,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4267.87
2025-06-30,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1116.07
2025-06-30,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,49575.00
2025-06-30,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4484.00
2025-06-30,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,11082.09
2025-06-30,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,994.24
2025-06-30,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,592.84
2025-06-30,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,37487.37
2025-06-30,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,21113.28
2025-06-30,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,134.85
2025-06-30,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,58750.00
2025-06-30,CC-4010,People Operations,6010,Bonus,General & Administrative,6273.08
2025-06-30,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,13329.73
2025-06-30,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,1031.85
2025-06-30,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,23953.98
2025-06-30,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,180.04
2025-06-30,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,11300.00
2025-06-30,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,904.00
2025-06-30,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2501.82
2025-06-30,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,369.56
2025-06-30,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,200.01
2025-06-30,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,18652.58
2025-06-30,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,16931.78
2025-06-30,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,51225.00
2025-06-30,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,5701.42
2025-06-30,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,11669.92
2025-06-30,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,6220.24
2025-06-30,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,767.93
2025-06-30,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,32150.16
2025-06-30,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,92.72
2025-06-30,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2144685.37
2025-06-30,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-57815.65
2025-06-30,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-10404.48
2025-06-30,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-48833.83
2025-07-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,69433.33
2025-07-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,14233.83
2025-07-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,3211.72
2025-07-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,3747.82
2025-07-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,3384.54
2025-07-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4170.58
2025-07-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,395.93
2025-07-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,87475.00
2025-07-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,17932.38
2025-07-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,6131.47
2025-07-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,7154.92
2025-07-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,3760.47
2025-07-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,4905.29
2025-07-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,479.55
2025-07-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,66858.33
2025-07-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,13705.96
2025-07-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,5255.54
2025-07-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,6132.79
2025-07-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2471.88
2025-07-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3641.81
2025-07-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,299.75
2025-07-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,41791.67
2025-07-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,8567.29
2025-07-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,1777.20
2025-07-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,2452.24
2025-07-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,225.14
2025-07-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,52175.00
2025-07-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,10695.88
2025-07-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2166.59
2025-07-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,3155.66
2025-07-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,37050.00
2025-07-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,7595.25
2025-07-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1531.47
2025-07-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,1927.78
2025-07-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,27900.00
2025-07-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,5719.50
2025-07-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,1088.26
2025-07-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1598.75
2025-07-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,129.77
2025-07-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,84050.00
2025-07-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,8157.50
2025-07-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,18902.54
2025-07-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,14742.61
2025-07-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,168024.15
2025-07-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,64647.17
2025-07-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,2738.21
2025-07-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2459.05
2025-07-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,401.74
